"NDC","YEAR","MONTH"
"60986-1011-3",1992,3
"60986-1011-4",1992,3
"60986-1013-3",2018,2
"60986-1013-4",2018,2
"60986-1014-7",1992,3
"60986-1016-3",2018,2
"60986-1019-3",2018,2
"60986-1019-4",2018,2
"60986-1020-3",2018,2
"60986-1020-4",2018,2
"60986-1021-3",1992,3
"60986-1021-4",1992,3
"60986-1022-3",1992,3
"60986-1022-4",1992,3
"60986-1024-7",1992,3
"60986-1026-3",1992,3
"60986-1027-3",2018,2
"60986-1027-4",2018,2
"60986-2000-2",1992,3
"60986-2020-2",2018,3
"60986-2025-2",2018,2
"60986-2030-5",2015,1
"60986-2035-5",2015,1
"61010-1122-3",2014,4
"61010-1122-4",2014,4
"61010-1122-6",2014,4
"61010-1122-7",2014,4
"61010-5601-2",2008,11
"61010-5601-3",2008,11
"61010-6103-1",2007,3
"61016-0001-1",2012,2
"61016-0002-2",2012,4
"61016-0003-2",2012,4
"61016-0004-0",2013,7
"61016-0005-0",2013,7
"61016-0006-0",2013,7
"61016-0007-0",2013,7
"61037-412-01",2014,9
"61037-412-02",2014,9
"61037-412-03",2014,9
"61037-412-04",2014,9
"61037-412-05",2014,9
"61037-412-06",2014,9
"61037-412-07",2014,9
"61037-412-10",2014,9
"61037-412-11",2014,9
"61037-413-01",2014,9
"61037-413-02",2014,9
"61037-413-03",2014,9
"61037-413-04",2014,9
"61037-413-05",2014,9
"61037-413-06",2014,9
"61037-413-07",2014,9
"61037-413-10",2014,9
"61037-413-11",2014,9
"61041-211-09",2013,11
"61041-211-31",2015,2
"61045-0001-1",2014,11
"61045-0002-1",2014,11
"61047-810-70",2010,3
"61047-811-72",2010,3
"61047-812-73",2010,3
"61047-813-74",2010,3
"61047-814-75",2010,3
"61047-815-76",2010,3
"61047-816-77",2010,3
"61047-817-78",2010,3
"61047-818-79",2010,3
"61047-819-80",2010,3
"61047-820-81",2010,3
"61047-824-94",2013,4
"61047-831-83",2011,5
"61062-0001-1",2014,8
"61062-0002-1",2014,8
"61062-0003-1",2014,8
"61062-0004-1",2014,8
"61062-0006-1",2014,8
"61062-0007-1",2013,12
"61062-0008-1",2014,8
"61062-0009-1",2014,8
"61062-0010-1",2014,8
"61065-1002-1",2015,1
"61065-1003-1",2017,2
"61065-2001-1",2015,2
"61077-001-11",2013,11
"61077-001-33",2013,11
"61077-003-11",2013,11
"61077-005-11",2013,11
"61077-005-33",2013,11
"61077-011-11",2013,11
"61077-011-33",2013,11
"61077-019-11",2013,11
"61077-019-33",2013,11
"61077-020-11",2013,11
"61077-020-33",2013,11
"61077-021-11",2013,11
"61077-021-33",2013,11
"61077-026-11",2013,11
"61077-026-33",2013,11
"61077-028-11",2013,11
"61077-028-33",2013,11
"61077-034-11",2013,11
"61077-034-33",2013,11
"61077-036-11",2013,11
"61077-036-33",2013,11
"61077-038-11",2013,11
"61077-039-11",2013,11
"61077-039-33",2013,11
"61077-047-11",2013,11
"61077-047-33",2013,11
"61077-088-11",2013,11
"61077-088-33",2013,11
"61077-096-11",2013,11
"61077-096-33",2013,11
"61077-101-11",2013,11
"61077-101-33",2013,11
"61077-117-11",2013,11
"61077-117-33",2013,11
"61077-118-11",2016,11
"61077-118-33",2016,11
"61077-121-11",2013,11
"61077-121-33",2013,11
"61077-123-11",2013,11
"61077-123-33",2013,11
"61077-125-11",2013,11
"61077-125-33",2013,11
"61077-127-11",2013,11
"61077-127-33",2013,11
"61077-133-11",2014,10
"61077-133-33",2014,10
"61077-135-11",2014,10
"61077-135-33",2014,10
"61077-137-11",2016,2
"61077-137-33",2016,2
"61096-0001-2",2014,1
"61096-0002-1",2013,11
"61096-0003-1",2014,1
"61096-0004-2",2013,12
"61096-0005-1",2014,3
"61096-0006-1",2014,2
"61096-0007-1",2014,1
"61096-0012-1",2014,3
"61096-0014-1",2014,3
"61096-0017-2",2014,2
"61096-0022-1",2013,11
"61096-0023-1",2014,2
"61096-0024-1",2014,3
"61096-0027-1",2014,2
"61096-0030-1",2014,3
"61096-0031-1",2014,3
"61096-0032-1",2014,1
"61096-0033-1",2013,11
"61096-0034-1",2014,2
"61096-0035-1",2014,3
"61096-0038-1",2014,3
"61096-0039-1",2014,2
"61096-1001-2",2016,7
"61096-1007-1",2016,7
"61096-1012-1",2016,7
"61096-1014-1",2016,7
"61096-1023-1",2016,7
"61096-1025-1",2016,7
"61096-1034-1",2016,7
"61098-010-01",2014,6
"61098-020-01",2014,6
"61098-030-01",2014,6
"61152-195-30",2012,9
"61152-195-60",2012,9
"61164-2001-1",2014,9
"61164-5001-1",2015,2
"61164-7001-1",2016,2
"61165-1001-1",2013,11
"61165-2001-1",2013,11
"61197-000-00",2013,11
"61197-001-00",2013,11
"61220-001-01",2013,11
"61220-002-01",2016,3
"61220-002-02",2016,3
"61223-101-21",2013,12
"61252-3005-1",1997,7
"61252-3005-2",1997,7
"61252-3005-3",1997,7
"61252-3005-4",1997,7
"61252-3005-5",1997,7
"61252-3005-6",1997,7
"61252-3005-7",1997,7
"61252-3006-1",1997,7
"61252-3006-2",1997,7
"61252-3006-3",1997,7
"61252-3006-4",1997,7
"61252-3006-5",1997,7
"61252-3006-6",1997,7
"61252-3006-7",1997,7
"61252-3006-8",1997,7
"61254-1001-1",2013,12
"61254-2001-1",2014,3
"61254-3001-1",2014,3
"61254-4001-1",2014,3
"61296-000-00",2013,12
"61296-001-00",2013,12
"61296-002-00",2013,12
"61296-003-00",2013,12
"61296-004-00",2013,12
"61300-0001-1",2014,4
"61310-100-02",2013,12
"61310-101-02",2013,12
"61312-009-01",2017,6
"61315-010-01",2013,10
"61324-464-53",2014,3
"61328-007-01",2016,9
"61328-007-02",2016,9
"61328-007-97",2016,9
"61328-009-03",2013,12
"61352-004-01",2018,2
"61369-101-18",2014,7
"61369-102-18",2014,7
"61369-103-18",2014,7
"61369-104-23",2016,3
"61369-201-12",2016,4
"61369-201-14",2016,5
"61369-201-32",2017,7
"61380-156-27",2017,3
"61380-161-27",2017,2
"61380-166-27",2017,6
"61380-167-27",2017,6
"61380-303-27",2012,11
"61380-310-27",2012,6
"61380-311-27",2013,2
"61380-312-27",2012,6
"61380-313-27",2012,6
"61380-314-27",2012,6
"61383-201-15",2013,4
"61383-201-30",2013,4
"61383-201-59",2013,4
"61383-501-59",2015,2
"61383-601-01",2014,12
"61402-7131-1",2015,6
"61403-020-01",2015,7
"61403-030-01",2015,8
"61476-100-01",2013,11
"61476-101-01",2013,12
"61476-102-01",2013,12
"61477-201-16",2014,2
"61477-203-16",2014,2
"61477-205-14",2014,2
"61477-206-14",2014,2
"61477-207-16",2014,2
"61477-208-14",2014,2
"61477-209-26",2014,2
"61477-210-14",2014,2
"61477-211-26",2014,2
"61477-213-14",2014,2
"61477-214-14",2014,2
"61477-215-14",2014,2
"61477-216-26",2014,2
"61480-105-03",2016,12
"61480-124-05",1997,10
"61480-125-61",2016,5
"61480-127-05",2001,11
"61480-137-05",2006,4
"61480-145-63",2016,5
"61480-255-05",2001,11
"61480-310-01",2017,5
"61481-0045-1",2012,6
"61481-0045-2",2012,6
"61481-0045-3",2012,6
"61481-3001-1",2017,6
"61481-3001-4",2017,6
"61481-3002-1",2017,6
"61481-3002-4",2017,6
"61481-3003-1",2017,6
"61481-3003-4",2017,6
"61481-3004-1",2017,6
"61481-3004-4",2017,6
"61481-3005-1",2017,7
"61481-3005-4",2017,7
"61495-101-01",2015,1
"61495-401-04",2015,7
"61500-0115-1",2016,8
"61500-1501-6",2016,4
"61500-5527-1",2016,4
"61500-5527-2",2016,4
"61500-5527-3",2016,4
"61500-5527-4",2016,4
"61500-5527-5",2016,4
"61500-5527-6",2016,4
"61500-5527-8",2016,4
"61500-5547-0",2016,6
"61500-5547-1",2016,5
"61500-5547-2",2016,5
"61500-5547-4",2016,5
"61500-5547-8",2016,5
"61500-5547-9",2016,5
"61500-5587-3",2014,10
"61504-140-30",2016,1
"61508-0165-1",2017,2
"61508-0166-1",2017,2
"61508-0167-1",2017,2
"61508-0169-1",2017,2
"61515-101-13",2013,12
"61515-103-13",2013,12
"61515-103-18",2013,12
"61531-100-01",2015,9
"61531-102-01",2015,11
"61531-103-01",2015,11
"61543-1082-2",2011,9
"61543-6087-1",2010,6
"61543-7501-1",2013,8
"61543-7770-5",2010,10
"61543-7774-1",2010,10
"61543-7782-4",2010,10
"61547-101-51",2014,1
"61551-0101-3",2014,1
"61554-124-01",2018,1
"61554-124-02",2018,1
"61554-124-03",2018,1
"61554-124-04",2018,1
"61561-003-03",2015,7
"61566-107-04",2013,4
"61589-0011-0",2014,12
"61589-0011-1",2014,12
"61589-1812-1",2010,3
"61589-1814-1",2010,3
"61589-1816-1",2010,3
"61589-1818-1",2010,3
"61589-1821-1",2010,3
"61589-1822-1",2010,3
"61589-1823-1",2010,3
"61589-1824-1",2010,3
"61589-1825-1",2010,3
"61589-1826-1",2010,3
"61589-1827-1",2010,3
"61589-1828-1",2015,7
"61589-1829-1",2015,7
"61589-1830-1",2015,7
"61589-1831-1",2015,7
"61589-1832-1",2015,7
"61589-1833-1",2015,7
"61589-1834-1",2015,7
"61589-1835-1",2015,7
"61589-1836-1",2015,7
"61589-1837-1",2015,7
"61589-1838-1",2015,7
"61589-1839-1",2015,7
"61589-1840-1",2015,7
"61589-1841-1",2015,7
"61589-1842-1",2016,2
"61589-1843-1",2015,7
"61589-1844-1",2015,7
"61589-1845-1",2015,7
"61589-1846-1",2015,7
"61589-1847-1",2015,7
"61589-1848-1",2015,7
"61589-1849-1",2015,7
"61589-1850-1",2015,7
"61589-1851-1",2015,7
"61589-1852-1",2015,7
"61589-1853-1",2015,7
"61589-1854-1",2015,7
"61589-1855-1",2015,7
"61589-1856-1",2015,7
"61589-1857-1",2015,7
"61589-1904-7",2010,3
"61589-1905-7",2010,3
"61589-1906-7",2010,3
"61589-1911-7",2012,10
"61589-1913-7",2012,10
"61589-1921-7",2016,12
"61589-1922-7",2016,12
"61589-1923-7",2016,12
"61589-3809-1",2010,1
"61589-3810-1",2010,1
"61589-3811-1",2010,1
"61589-3812-1",2010,1
"61589-3813-1",2010,1
"61589-3814-1",2010,1
"61589-3815-1",2010,1
"61589-3816-1",2010,1
"61589-5311-1",2012,10
"61589-5312-1",2012,10
"61589-5313-1",2012,10
"61589-5314-1",2012,10
"61589-5315-1",2012,10
"61589-5316-1",2012,10
"61589-5317-1",2012,10
"61589-5318-1",2012,10
"61589-5319-1",2012,10
"61589-6001-1",2012,10
"61589-6002-1",2012,10
"61589-6003-1",2012,10
"61589-6004-1",2012,10
"61589-6005-1",2012,10
"61589-6006-1",2012,10
"61589-6007-1",2012,10
"61589-6008-1",2012,10
"61589-6009-1",2014,1
"61589-6010-1",2014,1
"61589-6011-1",2014,1
"61589-6012-1",2014,1
"61589-6013-1",2014,1
"61589-6014-1",2014,1
"61589-6015-1",2014,1
"61589-6016-1",2014,1
"61589-6017-1",2014,1
"61589-6018-1",2014,1
"61589-6502-1",2012,10
"61589-6503-1",2012,10
"61589-6504-1",2012,10
"61589-6505-1",2012,10
"61589-6506-1",2012,10
"61589-6507-1",2012,10
"61589-8101-1",2016,7
"61589-8102-1",2016,7
"61589-8103-1",2016,7
"61589-8104-1",2016,7
"61589-8105-1",2016,7
"61589-8106-1",2016,7
"61589-8107-1",2016,7
"61589-8108-1",2016,7
"61589-8109-1",2016,7
"61589-8110-1",2016,7
"61589-8111-1",2016,7
"61589-9501-1",2018,1
"61589-9502-1",2018,1
"61589-9503-1",2018,1
"61589-9504-1",2018,1
"61589-9505-1",2018,1
"61589-9506-1",2018,1
"61589-9507-1",2018,1
"61589-9508-1",2018,1
"61589-9509-1",2018,1
"61589-9510-1",2018,1
"61589-9511-1",2018,1
"61589-9512-1",2018,1
"61589-9513-1",2018,1
"61594-003-00",2017,7
"61594-004-00",2017,7
"61596-437-41",2017,7
"61596-986-41",2015,6
"61598-450-04",2012,10
"61601-0079-4",2014,6
"61601-0080-1",2014,6
"61601-0081-2",2014,6
"61601-0082-3",2014,6
"61601-1112-6",2014,3
"61601-1113-9",2014,3
"61601-1114-4",2014,3
"61601-1115-6",2014,3
"61601-1116-7",2014,3
"61601-1117-3",2014,3
"61601-1118-8",2014,3
"61601-1119-9",2014,3
"61601-1120-2",2014,3
"61601-1121-8",2014,3
"61601-1122-5",2014,3
"61601-1123-7",2014,3
"61601-1124-2",2014,3
"61601-1125-5",2014,3
"61601-1126-9",2014,3
"61601-1127-3",2014,3
"61601-1128-0",2014,3
"61601-1129-9",2014,3
"61601-1130-1",2014,3
"61601-1131-7",2014,3
"61601-1132-8",2014,3
"61601-1133-7",2014,3
"61601-1134-6",2014,3
"61601-1135-4",2014,3
"61601-1136-6",2014,2
"61601-1137-5",2014,2
"61601-1138-3",2014,2
"61601-1139-9",2014,3
"61601-1140-1",2014,3
"61601-1141-3",2014,3
"61601-1142-2",2014,3
"61601-1143-2",2014,3
"61601-1144-0",2014,3
"61601-1175-5",2014,2
"61601-1176-1",2014,2
"61601-1177-7",2014,2
"61601-1181-2",2014,2
"61601-1182-9",2014,2
"61601-1183-4",2014,2
"61601-1193-9",2014,2
"61601-1194-8",2014,2
"61601-1195-8",2014,2
"61601-1196-7",2014,2
"61601-1217-8",2014,6
"61601-1233-9",2014,12
"61601-1234-7",2014,12
"61601-1235-8",2014,12
"61601-1236-5",2014,12
"61601-1237-3",2014,12
"61601-1238-1",2014,12
"61601-1239-2",2014,12
"61601-1240-4",2014,12
"61601-1241-7",2014,12
"61601-1242-6",2014,12
"61601-1243-7",2014,12
"61601-1244-6",2014,12
"61601-1250-3",2014,12
"61616-010-01",2013,12
"61616-020-01",2013,12
"61619-864-02",2016,2
"61619-864-04",2016,2
"61619-864-06",2016,2
"61619-864-08",2016,2
"61619-864-32",2016,2
"61619-866-01",2016,2
"61619-866-02",2016,2
"61619-866-04",2016,2
"61619-866-08",2016,2
"61619-866-32",2016,2
"61619-868-04",2015,11
"61619-868-07",2015,11
"61619-868-08",2015,11
"61619-868-28",2015,11
"61619-868-32",2015,11
"61619-868-35",2015,11
"61619-868-55",2015,11
"61625-682-41",2013,5
"61649-001-15",2014,3
"61649-001-75",2014,3
"61649-002-15",2014,7
"61649-002-75",2014,7
"61649-003-75",2017,2
"61649-004-15",2017,2
"61649-008-18",2017,2
"61657-0001-1",2011,10
"61657-0003-1",2011,9
"61657-0006-1",2011,6
"61657-0015-1",2011,8
"61657-0052-1",2011,6
"61657-0101-1",1993,8
"61657-0104-1",2004,1
"61657-0154-1",2015,6
"61657-0157-1",1997,10
"61657-0208-1",2005,5
"61657-0251-1",1992,8
"61657-0327-1",2011,8
"61657-0377-1",2011,8
"61657-0526-1",2006,1
"61657-0527-1",1993,12
"61657-0904-1",2011,7
"61657-0915-1",2006,7
"61657-0952-1",1996,8
"61657-0955-1",2011,9
"61657-0956-1",2015,10
"61657-0957-1",2015,11
"61657-0958-1",2011,9
"61657-0959-1",2011,6
"61657-0960-1",2011,6
"61657-0961-1",2011,1
"61657-0962-1",2011,8
"61657-0963-1",2011,8
"61657-0964-1",2011,6
"61657-0965-1",2015,3
"61657-0966-1",2015,11
"61657-0967-1",2011,6
"61657-0968-1",2007,3
"61657-0969-1",2007,4
"61657-0970-1",2007,4
"61657-0971-1",2007,4
"61657-0972-1",2011,7
"61657-0973-1",2011,8
"61657-0974-1",2011,9
"61657-1026-1",1993,8
"61657-1027-1",2011,7
"61658-001-01",2015,6
"61666-003-42",2003,1
"61666-003-67",2003,1
"61666-004-67",2002,8
"61666-005-40",2006,6
"61666-006-50",2006,8
"61666-007-34",2010,3
"61666-007-67",2010,3
"61666-008-23",2017,4
"61666-008-40",2017,4
"61666-008-42",2017,4
"61671-003-01",2014,1
"61671-004-01",2014,1
"61703-422-82",2004,7
"61703-422-83",2015,1
"61703-434-82",2017,4
"61715-023-08",2013,3
"61715-024-08",2013,3
"61715-025-08",2013,3
"61715-026-06",2013,3
"61715-027-08",2013,3
"61715-028-08",2013,3
"61715-029-08",2013,3
"61715-030-06",2013,3
"61715-093-01",2014,3
"61715-155-16",2015,5
"61722-001-00",2014,6
"61722-002-00",2014,6
"61722-003-00",2014,6
"61722-004-00",2014,6
"61722-005-00",2014,6
"61722-006-00",2014,6
"61722-020-00",2014,6
"61722-021-00",2014,6
"61722-022-00",2014,6
"61722-023-00",2014,6
"61722-040-00",2014,6
"61722-041-00",2014,6
"61722-042-00",2014,6
"61722-043-00",2014,6
"61722-060-00",2014,6
"61722-061-00",2014,6
"61722-062-00",2014,6
"61722-063-00",2014,6
"61722-064-00",2014,6
"61722-065-00",2014,6
"61722-066-00",2014,6
"61722-067-00",2014,6
"61722-080-00",2014,7
"61722-081-00",2014,7
"61722-082-00",2014,7
"61722-083-00",2014,7
"61722-084-00",2014,7
"61722-085-00",2014,7
"61722-086-00",2014,7
"61722-087-00",2014,7
"61722-088-00",2014,7
"61722-089-00",2014,7
"61722-090-00",2014,7
"61722-091-00",2014,7
"61722-140-00",2014,7
"61722-141-00",2014,7
"61722-142-00",2014,7
"61722-160-00",2014,7
"61722-161-00",2014,7
"61722-162-00",2014,7
"61722-163-00",2014,7
"61722-164-00",2014,7
"61722-165-00",2014,7
"61722-166-00",2014,7
"61722-167-00",2014,7
"61722-168-00",2014,7
"61722-169-00",2014,7
"61722-170-00",2014,7
"61722-171-00",2014,10
"61722-180-00",2014,7
"61722-181-00",2014,7
"61722-182-00",2014,7
"61722-183-00",2014,7
"61722-184-00",2014,7
"61722-185-00",2014,7
"61722-186-00",2014,7
"61722-187-00",2014,7
"61722-200-00",2014,7
"61722-201-00",2014,7
"61722-202-00",2014,7
"61722-203-00",2014,7
"61722-204-00",2014,7
"61722-205-00",2014,7
"61722-206-00",2014,7
"61722-207-00",2014,7
"61722-208-00",2014,7
"61722-209-00",2014,7
"61722-210-00",2014,7
"61722-211-00",2014,7
"61722-220-00",2014,11
"61722-230-00",2014,12
"61722-231-00",2015,1
"61722-232-00",2015,1
"61722-233-00",2015,1
"61722-234-00",2015,1
"61722-235-00",2015,1
"61722-236-00",2015,1
"61722-237-00",2015,1
"61722-238-00",2015,1
"61722-239-00",2015,1
"61722-240-00",2015,1
"61722-241-00",2015,1
"61722-250-00",2014,12
"61722-251-00",2014,12
"61722-252-00",2015,1
"61722-253-00",2015,1
"61722-254-00",2015,1
"61722-260-00",2015,9
"61722-261-00",2015,9
"61722-262-00",2015,9
"61722-270-00",2016,2
"61722-271-00",2016,2
"61722-272-00",2016,2
"61722-273-00",2016,2
"61722-274-00",2016,2
"61722-275-00",2016,2
"61722-276-00",2016,2
"61722-277-00",2016,2
"61722-278-00",2016,2
"61722-279-00",2016,2
"61722-280-00",2016,2
"61722-281-00",2016,2
"61722-282-00",2016,2
"61722-283-00",2016,2
"61722-290-00",2016,5
"61722-291-00",2016,5
"61722-292-00",2016,5
"61722-293-00",2016,5
"61722-294-00",2016,5
"61722-295-00",2016,5
"61722-296-00",2016,8
"61722-297-00",2016,8
"61722-298-00",2016,8
"61722-300-00",2017,6
"61722-301-00",2017,6
"61722-302-00",2017,6
"61722-303-00",2017,6
"61722-304-00",2017,6
"61722-305-00",2017,6
"61722-306-00",2017,6
"61722-307-00",2017,6
"61722-308-00",2017,6
"61722-309-00",2017,6
"61722-310-00",2017,6
"61722-311-00",2017,6
"61722-312-00",2017,6
"61722-313-00",2017,6
"61722-314-00",2017,6
"61722-315-00",2017,6
"61722-316-00",2017,6
"61722-317-00",2017,6
"61722-318-00",2017,6
"61722-319-00",2017,6
"61722-320-00",2017,6
"61722-321-00",2017,6
"61722-322-00",2017,6
"61722-323-00",2017,6
"61722-324-00",2017,6
"61722-325-00",2017,6
"61722-326-00",2017,6
"61722-327-00",2017,6
"61722-328-00",2017,6
"61722-329-00",2017,6
"61722-330-00",2017,6
"61722-331-00",2017,6
"61722-332-00",2017,6
"61722-333-00",2017,6
"61722-334-00",2017,6
"61722-335-00",2017,6
"61722-336-00",2017,6
"61722-337-00",2017,6
"61722-338-00",2017,6
"61722-339-00",2017,6
"61722-340-00",2017,6
"61722-341-00",2017,6
"61722-342-00",2017,6
"61722-343-00",2017,6
"61722-344-00",2017,6
"61722-345-00",2017,6
"61722-346-00",2017,6
"61727-001-00",2016,1
"61727-050-30",2014,3
"61727-051-30",2014,3
"61727-052-30",2014,3
"61727-053-30",2014,3
"61727-054-02",2015,12
"61727-101-01",2016,12
"61727-102-01",2016,12
"61727-103-08",2016,12
"61727-105-01",2016,12
"61727-111-10",2012,7
"61727-112-02",2012,4
"61727-301-21",2012,6
"61727-302-21",2012,7
"61727-303-21",2012,7
"61727-304-21",2012,7
"61727-305-21",2012,7
"61727-306-21",2012,7
"61727-307-21",2012,7
"61727-308-21",2012,7
"61727-309-21",2012,7
"61727-310-21",2012,7
"61727-311-21",2012,7
"61727-312-21",2012,8
"61727-313-90",2012,7
"61727-316-21",2012,8
"61727-317-21",2012,7
"61727-318-21",2012,6
"61727-319-21",2012,7
"61727-321-21",2012,7
"61727-322-21",2012,7
"61727-323-21",2012,7
"61727-324-21",2012,8
"61727-325-21",2012,7
"61727-326-21",2012,7
"61727-327-21",2012,7
"61727-328-05",2012,8
"61727-329-21",2012,6
"61727-330-21",2011,11
"61727-332-21",2011,11
"61727-333-21",2011,11
"61727-334-21",2011,11
"61727-335-21",2012,7
"61727-336-21",2012,7
"61727-337-15",2012,7
"61727-338-50",2012,7
"61727-339-21",2012,5
"61727-340-21",2012,7
"61727-341-21",2012,10
"61727-342-50",2012,9
"61727-345-21",2015,9
"61727-400-30",2011,11
"61727-401-30",2012,1
"61750-0022-4",2018,3
"61750-0022-8",2014,12
"61767-234-01",2014,10
"61767-234-02",2014,10
"61767-234-03",2014,10
"61786-759-02",2018,3
"61786-848-60",2018,3
"61786-982-07",2018,3
"61787-482-50",2009,8
"61787-506-68",2017,12
"61791-126-01",2015,9
"61821-001-01",2003,5
"61852-977-32",2010,7
"61852-978-04",2010,7
"61852-978-85",2010,7
"61856-101-14",2014,1
"61867-101-51",2014,2
"61867-101-52",2014,2
"61877-0001-1",2016,6
"61877-0002-1",2015,10
"61877-0003-1",2016,6
"61877-0004-1",2017,9
"61884-1001-2",2014,1
"61919-036-60",2016,5
"61919-050-30",2016,5
"61919-089-60",2016,6
"61919-189-60",2016,5
"61919-271-50",2018,3
"61919-290-71",2018,3
"61919-310-30",2018,3
"61919-345-60",2018,3
"61919-358-28",2016,5
"61919-359-10",2016,5
"61919-394-18",2018,3
"61919-400-20",2018,3
"61919-408-09",2016,6
"61919-409-30",2018,3
"61919-410-30",2016,7
"61919-411-90",2018,3
"61919-412-30",2018,3
"61919-415-30",2018,3
"61919-437-30",2018,3
"61919-440-14",2018,3
"61919-444-30",2018,3
"61919-449-30",2018,3
"61919-452-60",2014,1
"61919-456-30",2018,3
"61919-458-20",2018,2
"61919-462-30",2018,3
"61919-463-30",2018,3
"61919-470-40",2018,3
"61919-473-30",2018,3
"61919-484-30",2018,3
"61919-485-30",2018,3
"61919-491-25",2018,3
"61919-499-21",2018,3
"61919-507-30",2018,3
"61919-509-60",2014,1
"61919-555-06",2016,3
"61919-569-30",2016,5
"61919-583-30",2015,1
"61919-583-60",2015,1
"61919-583-72",2015,1
"61919-583-90",2015,1
"61919-706-04",2016,12
"61919-776-03",2016,5
"61919-803-30",2016,1
"61919-815-72",2014,1
"61919-859-30",2016,5
"61919-919-04",2015,1
"61919-919-21",2015,1
"61919-919-71",2015,1
"61919-938-30",2016,2
"61919-948-60",2016,2
"61919-965-90",2016,5
"61919-981-20",2016,5
"61924-174-04",2016,10
"61924-174-08",2016,10
"61924-174-16",2016,10
"61924-214-04",2016,10
"61924-232-04",2012,4
"61924-232-05",2012,4
"61924-232-15",2012,4
"61924-234-05",2005,12
"61924-266-04",2010,2
"61924-405-04",2011,3
"61924-405-05",2011,3
"61924-405-27",2011,3
"61924-405-32",2011,3
"61924-410-04",2012,3
"61924-410-05",2012,3
"61924-435-04",2016,10
"61941-0114-4",2016,1
"61941-0217-2",2011,8
"61941-0223-4",2013,9
"61941-0224-4",2013,9
"61941-0225-4",2014,12
"61941-0226-5",2014,12
"61941-0226-6",2014,12
"61941-0227-2",2011,8
"61941-0229-4",2016,1
"61941-0231-8",2016,8
"61941-0234-0",2016,10
"61957-0001-6",2012,9
"61957-0002-6",2012,9
"61957-0003-1",2013,1
"61957-0004-1",2013,1
"61957-0005-1",2013,1
"61957-0006-1",2013,1
"61957-0007-1",2013,1
"61957-0008-1",2013,1
"61957-0010-8",2010,6
"61957-0020-8",2010,6
"61957-0022-8",2010,6
"61957-0101-1",2010,11
"61957-0102-1",2010,11
"61957-0103-1",2010,11
"61957-0104-1",2010,11
"61957-0110-1",2012,8
"61957-0111-1",2012,8
"61957-0112-1",2012,8
"61957-0113-1",2012,8
"61957-0114-1",2012,8
"61957-0115-1",2012,8
"61957-0116-1",2012,8
"61957-0117-1",2012,8
"61957-0118-1",2012,8
"61957-0119-1",2012,8
"61957-0120-1",2012,8
"61957-0121-1",2012,8
"61957-0122-1",2012,8
"61957-0123-1",2012,8
"61957-0124-1",2012,8
"61957-0310-1",2011,7
"61957-0311-1",2011,7
"61957-0320-1",2011,7
"61957-0321-1",2011,7
"61957-0322-1",2011,7
"61957-0323-1",2011,7
"61957-0330-1",2011,7
"61957-0332-1",2011,7
"61957-0333-1",2011,7
"61957-0340-1",2011,7
"61957-0350-1",2011,7
"61957-0401-1",2010,8
"61957-0402-1",2010,8
"61957-0403-1",2010,8
"61957-0600-1",2012,7
"61957-0601-1",2012,7
"61957-0602-1",2013,12
"61957-0603-1",2013,12
"61957-0604-1",2013,12
"61957-0700-1",2012,7
"61957-0701-1",2012,7
"61957-0800-1",2012,7
"61957-0820-1",2014,6
"61957-0900-1",2013,12
"61957-0901-1",2013,12
"61957-0902-1",2013,12
"61957-0903-1",2013,12
"61957-0904-1",2013,12
"61957-0905-1",2013,12
"61957-0906-1",2013,12
"61957-0907-1",2013,12
"61957-0908-1",2013,12
"61957-0909-1",2013,12
"61957-1002-1",2010,6
"61957-1005-1",2010,6
"61957-1015-1",2010,6
"61957-1017-1",2010,6
"61957-1030-1",2010,6
"61957-1040-1",2010,6
"61957-1101-1",2010,5
"61957-1102-1",2010,5
"61957-1103-1",2010,5
"61957-1111-1",2011,10
"61957-1112-1",2013,1
"61957-1113-1",2013,1
"61957-1114-1",2013,1
"61957-1120-1",2013,1
"61957-1121-1",2013,1
"61957-1310-1",2011,1
"61957-1320-1",2011,1
"61957-1412-1",2010,12
"61957-1420-1",2010,12
"61957-1430-1",2010,12
"61957-1461-1",2013,2
"61957-1470-1",2011,12
"61957-1471-1",2011,12
"61957-1472-1",2011,12
"61957-1473-1",2011,12
"61957-1501-1",2010,8
"61957-1520-1",2014,8
"61957-2100-1",2014,6
"61957-2101-1",2014,6
"61957-2102-1",2014,6
"61957-2103-1",2014,6
"61957-2104-1",2014,6
"61957-2105-1",2014,6
"61957-2106-1",2014,6
"61957-2107-1",2014,6
"61957-2108-1",2014,6
"61957-2109-1",2014,6
"61957-2110-1",2014,6
"61957-2111-1",2014,6
"61957-2112-1",2014,6
"61957-2113-1",2014,6
"61957-2120-1",2015,11
"61957-2121-1",2015,11
"61957-2122-1",2014,10
"61957-2123-1",2014,10
"61957-2124-1",2014,10
"61957-2125-1",2014,10
"61957-2126-1",2014,10
"61957-2127-1",2014,10
"61957-2128-1",2014,10
"61957-2130-1",2014,10
"61957-2140-1",2015,4
"61957-2150-1",2014,9
"61957-2160-1",2015,4
"61957-2200-1",2015,10
"61957-2201-1",2015,10
"61957-2202-1",2015,10
"61957-2203-1",2015,10
"61957-2204-1",2015,10
"61957-2205-1",2015,10
"61957-2206-1",2015,10
"61957-2207-1",2015,10
"61957-2208-1",2015,10
