"NDC","YEAR","MONTH"
"13537-171-06",2014,1
"13537-172-08",2014,1
"13537-173-10",2014,1
"13537-174-12",2014,1
"13537-175-14",2014,1
"13537-176-02",2016,10
"13537-177-02",2016,10
"13537-178-02",2016,11
"13537-179-02",2016,11
"13537-180-02",2015,7
"13537-181-04",2015,7
"13537-182-06",2015,7
"13537-183-08",2015,7
"13537-184-10",2015,7
"13537-185-12",2015,7
"13537-186-14",2015,7
"13537-187-24",2014,3
"13537-188-22",2014,3
"13537-189-20",2014,3
"13537-190-18",2014,3
"13537-191-16",2014,3
"13537-192-14",2014,3
"13537-193-12",2014,3
"13537-194-10",2014,3
"13537-195-08",2014,3
"13537-196-06",2014,3
"13537-197-04",2014,3
"13537-198-02",2014,3
"13537-199-02",2014,2
"13537-200-02",2013,12
"13537-200-04",2013,12
"13537-201-06",2013,12
"13537-201-08",2013,12
"13537-202-10",2013,12
"13537-202-12",2013,12
"13537-203-14",2013,12
"13537-203-16",2013,12
"13537-204-18",2013,12
"13537-204-20",2013,12
"13537-205-22",2013,12
"13537-205-24",2013,12
"13537-206-26",2013,12
"13537-206-28",2013,12
"13537-207-30",2013,12
"13537-207-32",2013,12
"13537-208-34",2013,12
"13537-208-36",2013,12
"13537-209-02",2013,12
"13537-210-04",2013,12
"13537-211-06",2013,12
"13537-212-08",2013,12
"13537-213-10",2013,12
"13537-214-12",2013,12
"13537-215-14",2013,12
"13537-216-16",2013,12
"13537-217-18",2013,12
"13537-218-20",2013,12
"13537-219-22",2013,12
"13537-220-62",2010,8
"13537-221-24",2013,12
"13537-222-50",2011,11
"13537-224-01",2013,12
"13537-226-02",2013,12
"13537-230-62",2010,8
"13537-236-32",2015,5
"13537-237-02",2015,8
"13537-238-02",2015,8
"13537-239-02",2015,8
"13537-240-02",2010,8
"13537-241-02",2013,12
"13537-241-04",2013,12
"13537-241-06",2013,12
"13537-241-08",2013,12
"13537-242-02",2013,12
"13537-242-04",2013,12
"13537-242-06",2013,12
"13537-242-08",2013,12
"13537-243-02",2013,12
"13537-243-04",2013,12
"13537-243-06",2013,12
"13537-243-08",2013,12
"13537-244-02",2013,12
"13537-244-04",2013,12
"13537-244-06",2013,12
"13537-244-08",2013,12
"13537-245-02",2013,12
"13537-245-04",2013,12
"13537-245-06",2013,12
"13537-245-08",2013,12
"13537-246-02",2013,12
"13537-246-04",2013,12
"13537-246-06",2013,12
"13537-246-08",2013,12
"13537-247-02",2013,12
"13537-247-04",2013,12
"13537-247-06",2013,12
"13537-247-08",2013,12
"13537-248-02",2013,12
"13537-248-04",2013,12
"13537-248-06",2013,12
"13537-248-08",2013,12
"13537-249-02",2013,12
"13537-249-04",2013,12
"13537-249-06",2013,12
"13537-249-08",2013,12
"13537-250-62",2010,8
"13537-251-02",2013,12
"13537-251-04",2013,12
"13537-251-06",2013,12
"13537-251-08",2013,12
"13537-252-02",2013,12
"13537-252-04",2013,12
"13537-252-06",2013,12
"13537-252-08",2013,12
"13537-253-02",2013,12
"13537-253-04",2013,12
"13537-253-06",2013,12
"13537-253-08",2013,12
"13537-254-02",2013,12
"13537-254-04",2013,12
"13537-254-06",2013,12
"13537-254-08",2013,12
"13537-255-02",2013,12
"13537-255-04",2013,12
"13537-255-06",2013,12
"13537-255-08",2013,12
"13537-256-02",2013,12
"13537-256-04",2013,12
"13537-256-06",2013,12
"13537-256-08",2013,12
"13537-257-02",2013,12
"13537-258-04",2013,12
"13537-259-06",2013,12
"13537-260-08",2013,12
"13537-261-63",2010,2
"13537-261-64",2010,2
"13537-261-65",2010,2
"13537-262-12",2013,12
"13537-263-14",2013,12
"13537-264-16",2013,12
"13537-265-18",2013,12
"13537-266-02",2013,12
"13537-266-04",2013,12
"13537-267-06",2013,12
"13537-267-08",2013,12
"13537-268-10",2013,12
"13537-268-12",2013,12
"13537-269-14",2013,12
"13537-269-16",2013,12
"13537-270-18",2013,12
"13537-270-20",2013,12
"13537-271-22",2013,12
"13537-271-24",2013,12
"13537-272-26",2013,12
"13537-272-28",2013,12
"13537-273-30",2013,12
"13537-273-32",2013,12
"13537-274-34",2013,12
"13537-274-36",2013,12
"13537-275-02",2013,12
"13537-276-02",2013,12
"13537-277-02",2013,12
"13537-278-04",2013,12
"13537-280-08",2013,12
"13537-281-10",2013,12
"13537-282-12",2013,12
"13537-283-14",2013,12
"13537-284-16",2013,12
"13537-285-18",2013,12
"13537-286-20",2013,12
"13537-287-22",2013,12
"13537-288-24",2013,12
"13537-289-26",2013,12
"13537-290-28",2013,12
"13537-291-30",2013,12
"13537-292-32",2013,12
"13537-293-34",2013,12
"13537-294-36",2013,12
"13537-295-38",2013,12
"13537-296-40",2013,12
"13537-297-42",2013,12
"13537-298-10",2013,12
"13537-299-02",2013,12
"13537-299-04",2013,12
"13537-299-06",2013,12
"13537-299-08",2013,12
"13537-300-01",2011,2
"13537-302-16",2015,7
"13537-303-02",2011,5
"13537-304-18",2015,7
"13537-305-02",2011,5
"13537-306-02",2011,5
"13537-307-02",2011,5
"13537-308-02",2011,5
"13537-309-02",2011,5
"13537-310-02",2011,5
"13537-311-02",2011,5
"13537-312-02",2011,5
"13537-313-02",2011,5
"13537-314-02",2011,5
"13537-315-02",2011,5
"13537-316-02",2011,5
"13537-317-02",2011,5
"13537-318-02",2011,5
"13537-319-02",2011,5
"13537-320-02",2011,5
"13537-321-02",2011,5
"13537-322-02",2011,5
"13537-323-02",2011,5
"13537-324-02",2011,5
"13537-325-02",2011,5
"13537-326-02",2011,5
"13537-327-02",2011,5
"13537-328-02",2011,5
"13537-329-02",2011,5
"13537-330-02",2011,5
"13537-331-02",2011,5
"13537-332-02",2011,5
"13537-333-02",2011,5
"13537-334-02",2011,5
"13537-335-02",2011,5
"13537-336-02",2011,5
"13537-337-02",2011,5
"13537-338-02",2011,5
"13537-339-02",2011,5
"13537-340-02",2011,5
"13537-343-02",2011,5
"13537-344-02",2011,5
"13537-345-02",2011,5
"13537-346-02",2011,5
"13537-347-02",2011,5
"13537-348-02",2011,5
"13537-349-02",2011,5
"13537-350-02",2011,5
"13537-351-02",2011,5
"13537-352-02",2011,5
"13537-354-02",2011,7
"13537-355-02",2011,7
"13537-356-01",2011,5
"13537-357-02",2016,11
"13537-358-02",2016,11
"13537-359-01",2011,5
"13537-360-01",2011,5
"13537-361-01",2011,5
"13537-362-01",2011,5
"13537-363-01",2011,5
"13537-363-02",2011,5
"13537-364-02",2011,6
"13537-365-02",2011,6
"13537-366-02",2011,6
"13537-367-02",2011,6
"13537-368-02",2011,6
"13537-369-02",2011,6
"13537-370-02",2011,6
"13537-371-02",2011,6
"13537-372-02",2011,6
"13537-373-02",2011,6
"13537-374-02",2011,6
"13537-375-02",2016,11
"13537-376-02",2016,11
"13537-377-02",2016,11
"13537-378-02",2016,11
"13537-379-06",2013,12
"13537-380-02",2016,11
"13537-381-02",2016,11
"13537-382-02",2016,11
"13537-383-01",2015,5
"13537-383-03",2015,5
"13537-383-05",2015,5
"13537-386-02",2015,10
"13537-387-02",2015,10
"13537-401-60",2010,8
"13537-402-02",2011,8
"13537-402-04",2011,8
"13537-402-05",2011,8
"13537-403-10",2014,1
"13537-404-01",2011,12
"13537-404-03",2011,12
"13537-404-05",2011,12
"13537-405-18",2014,1
"13537-406-22",2014,1
"13537-407-26",2014,1
"13537-408-30",2014,1
"13537-409-34",2014,1
"13537-410-02",2014,1
"13537-411-04",2014,1
"13537-412-06",2014,1
"13537-413-08",2014,1
"13537-414-10",2014,1
"13537-415-12",2014,1
"13537-416-14",2014,1
"13537-417-16",2014,1
"13537-418-18",2014,1
"13537-419-20",2014,1
"13537-420-22",2014,1
"13537-421-01",2011,12
"13537-422-01",2011,12
"13537-423-01",2011,12
"13537-424-02",2016,11
"13537-425-01",2012,1
"13537-427-01",2012,1
"13537-428-02",2012,2
"13537-429-01",2012,6
"13537-430-01",2012,6
"13537-431-01",2012,6
"13537-432-01",2012,7
"13537-433-01",2012,7
"13537-434-02",2012,9
"13537-434-04",2012,9
"13537-434-06",2012,9
"13537-435-01",2012,9
"13537-436-02",2012,9
"13537-437-01",2013,2
"13537-438-01",2013,2
"13537-439-01",2013,2
"13537-440-01",2013,2
"13537-441-01",2012,12
"13537-442-02",2012,12
"13537-443-06",2014,1
"13537-444-01",2013,4
"13537-444-04",2013,4
"13537-444-06",2013,4
"13537-445-01",2013,4
"13537-445-04",2013,4
"13537-445-06",2013,4
"13537-446-01",2013,4
"13537-446-04",2013,4
"13537-446-06",2013,4
"13537-447-01",2013,4
"13537-447-04",2013,4
"13537-447-06",2013,4
"13537-448-01",2013,4
"13537-448-04",2013,4
"13537-448-06",2013,4
"13537-449-02",2013,2
"13537-450-02",2013,2
"13537-451-02",2013,2
"13537-452-02",2013,2
"13537-453-02",2013,2
"13537-454-02",2013,2
"13537-455-02",2013,2
"13537-456-02",2013,2
"13537-457-02",2013,2
"13537-458-02",2013,2
"13537-459-02",2013,2
"13537-460-16",2014,1
"13537-461-18",2014,1
"13537-462-20",2014,1
"13537-463-22",2014,1
"13537-464-24",2014,1
"13537-465-26",2014,1
"13537-466-28",2014,1
"13537-467-02",2014,1
"13537-468-04",2014,1
"13537-469-06",2014,1
"13537-470-08",2014,1
"13537-471-10",2014,1
"13537-472-12",2014,1
"13537-473-14",2014,1
"13537-474-16",2014,1
"13537-475-02",2016,11
"13537-476-02",2016,11
"13537-477-02",2016,11
"13537-478-02",2016,11
"13537-479-02",2016,11
"13537-480-20",2015,7
"13537-481-22",2015,7
"13537-482-01",2015,8
"13537-483-01",2015,8
"13537-484-01",2015,8
"13537-485-01",2015,8
"13537-486-01",2015,8
"13537-487-01",2015,8
"13537-488-01",2015,8
"13537-489-01",2015,8
"13537-490-01",2013,5
"13537-491-01",2013,5
"13537-492-01",2013,5
"13537-493-02",2013,5
"13537-494-02",2013,5
"13537-495-02",2013,5
"13537-496-02",2013,5
"13537-497-02",2013,5
"13537-498-02",2013,5
"13537-499-02",2013,5
"13537-500-02",2013,5
"13537-501-02",2013,5
"13537-502-02",2013,5
"13537-503-02",2013,5
"13537-504-02",2013,5
"13537-505-01",2013,5
"13537-506-01",2013,5
"13537-507-02",2016,10
"13537-507-04",2016,10
"13537-507-06",2016,10
"13537-507-08",2016,10
"13537-508-02",2016,10
"13537-509-02",2016,10
"13537-510-02",2016,10
"13537-511-02",2013,5
"13537-512-02",2013,5
"13537-513-02",2013,5
"13537-514-02",2013,5
"13537-515-02",2013,5
"13537-516-02",2013,5
"13537-517-02",2013,5
"13537-518-02",2013,5
"13537-519-02",2013,5
"13537-520-02",2013,5
"13537-521-02",2013,5
"13537-522-02",2013,5
"13537-523-02",2013,5
"13537-524-02",2013,5
"13537-525-02",2013,5
"13537-526-01",2013,5
"13537-527-02",2013,5
"13537-528-02",2013,5
"13537-529-02",2013,5
"13537-530-02",2013,5
"13537-531-02",2013,5
"13537-532-02",2013,5
"13537-533-02",2013,5
"13537-534-02",2013,5
"13537-535-02",2013,5
"13537-536-02",2013,5
"13537-537-02",2013,5
"13537-538-02",2013,5
"13537-539-02",2013,5
"13537-540-02",2013,5
"13537-541-02",2013,5
"13537-542-02",2013,5
"13537-543-02",2013,5
"13537-544-02",2013,5
"13537-545-02",2013,5
"13537-546-02",2013,5
"13537-547-02",2013,5
"13537-548-02",2013,5
"13537-549-02",2013,5
"13537-550-02",2013,5
"13537-551-02",2013,5
"13537-552-02",2013,5
"13537-553-02",2013,5
"13537-554-02",2013,5
"13537-555-02",2013,5
"13537-556-02",2013,5
"13537-557-02",2013,5
"13537-558-02",2013,5
"13537-559-02",2013,5
"13537-560-02",2013,5
"13537-561-02",2013,5
"13537-562-02",2013,5
"13537-563-02",2013,5
"13537-564-02",2013,5
"13537-565-02",2013,5
"13537-566-02",2013,5
"13537-567-02",2013,5
"13537-568-02",2013,5
"13537-569-02",2016,10
"13537-570-01",2013,9
"13537-571-01",2015,8
"13537-572-01",2015,8
"13537-573-01",2015,8
"13537-574-01",2015,8
"13537-575-01",2015,8
"13537-576-01",2015,8
"13537-577-02",2015,4
"13537-578-04",2015,4
"13537-579-06",2015,4
"13537-580-08",2015,4
"13537-581-10",2015,4
"13537-582-12",2015,4
"13537-583-14",2015,4
"13537-584-16",2015,4
"13537-585-18",2015,4
"13537-586-20",2015,4
"13537-587-22",2015,4
"13537-588-24",2015,4
"13537-589-28",2015,4
"13537-590-02",2015,11
"13537-591-04",2015,11
"13537-592-06",2015,11
"13537-593-08",2015,11
"13537-594-10",2015,11
"13537-595-12",2015,11
"13537-596-14",2015,11
"13537-597-16",2015,11
"13537-598-18",2015,11
"13537-599-20",2015,11
"13537-600-02",2014,4
"13537-600-04",2014,4
"13537-601-06",2014,4
"13537-601-08",2014,4
"13537-602-10",2014,4
"13537-602-12",2014,4
"13537-603-14",2014,4
"13537-603-16",2014,4
"13537-604-18",2014,4
"13537-604-20",2014,4
"13537-605-22",2014,4
"13537-605-24",2014,4
"13537-606-26",2014,4
"13537-606-28",2014,4
"13537-607-30",2014,4
"13537-607-32",2014,4
"13537-608-30",2014,4
"13537-608-32",2014,4
"13537-609-22",2015,11
"13537-610-24",2015,11
"13537-611-24",2015,11
"13537-612-24",2015,11
"13537-613-24",2015,11
"13537-614-24",2015,11
"13537-615-24",2015,11
"13537-616-24",2015,11
"13537-617-24",2015,11
"13537-618-24",2015,11
"13537-619-24",2015,11
"13537-620-24",2015,11
"13537-621-24",2015,11
"13537-622-24",2015,11
"13537-623-24",2015,11
"13537-624-24",2015,11
"13537-625-02",2015,3
"13537-626-04",2015,3
"13537-627-06",2015,3
"13537-628-08",2015,3
"13537-629-10",2015,3
"13537-630-12",2015,3
"13537-631-14",2015,3
"13537-632-16",2015,3
"13537-633-18",2015,3
"13537-634-20",2015,3
"13537-635-22",2015,3
"13537-636-24",2015,3
"13537-637-02",2015,3
"13537-637-04",2015,3
"13537-637-06",2015,3
"13537-637-08",2015,3
"13537-638-02",2015,4
"13537-639-04",2015,4
"13537-640-06",2015,4
"13537-641-02",2015,3
"13537-641-04",2015,3
"13537-641-06",2015,3
"13537-641-08",2015,3
"13537-642-08",2015,4
"13537-643-10",2015,4
"13537-644-12",2015,4
"13537-645-14",2015,4
"13537-646-16",2015,4
"13537-647-18",2015,4
"13537-648-20",2015,4
"13537-649-22",2015,4
"13537-650-24",2015,4
"13537-651-26",2015,4
"13537-652-02",2015,3
"13537-653-04",2015,3
"13537-654-06",2015,3
"13537-655-08",2015,3
"13537-656-10",2015,3
"13537-657-12",2015,3
"13537-658-14",2015,3
"13537-659-16",2015,3
"13537-660-18",2015,3
"13537-661-20",2015,3
"13537-662-22",2015,3
"13537-663-24",2015,3
"13537-664-24",2015,11
"13537-665-24",2015,11
"13537-666-24",2015,11
"13537-667-24",2015,11
"13537-668-24",2015,11
"13537-669-28",2015,8
"13537-670-02",2015,11
"13537-671-02",2015,11
"13537-672-02",2015,11
"13537-673-02",2015,11
"13537-674-02",2015,11
"13537-675-02",2015,11
"13537-676-02",2015,11
"13537-677-02",2015,11
"13537-678-02",2015,11
"13537-681-02",2015,11
"13537-682-02",2015,11
"13537-683-02",2015,11
"13537-684-02",2015,11
"13537-685-02",2015,11
"13537-686-02",2015,11
"13537-687-02",2015,11
"13537-688-28",2015,4
"13537-689-02",2015,11
"13537-690-02",2015,11
"13537-691-24",2015,12
"13537-692-24",2015,12
"13537-693-24",2015,12
"13537-694-24",2015,12
"13537-695-24",2015,12
"13537-696-24",2015,12
"13537-697-24",2015,12
"13537-698-24",2015,12
"13537-699-24",2015,12
"13537-700-24",2015,12
"13537-701-24",2015,12
"13537-702-02",2015,8
"13537-703-02",2015,12
"13537-704-02",2015,12
"13537-705-02",2015,12
"13537-706-02",2015,12
"13537-707-02",2015,12
"13537-708-02",2015,12
"13537-709-02",2015,12
"13537-710-02",2015,12
"13537-711-02",2015,12
"13537-712-02",2015,12
"13537-713-02",2015,12
"13537-714-02",2015,12
"13537-715-02",2015,12
"13537-716-02",2015,12
"13537-717-02",2015,12
"13537-718-02",2015,12
"13537-719-02",2015,12
"13537-720-02",2015,12
"13537-721-02",2015,12
"13537-722-02",2015,12
"13537-723-02",2015,12
"13537-724-01",2015,12
"13537-725-01",2015,12
"13537-726-01",2015,12
"13537-727-01",2015,12
"13537-728-01",2015,12
"13537-729-02",2016,2
"13537-730-04",2016,2
"13537-731-06",2016,2
"13537-732-08",2016,2
"13537-733-10",2016,2
"13537-734-12",2016,2
"13537-735-14",2016,2
"13537-736-16",2016,2
"13537-737-18",2016,2
"13537-738-20",2016,2
"13537-739-22",2016,2
"13537-740-24",2016,2
"13537-741-24",2016,2
"13537-742-24",2016,2
"13537-743-24",2016,2
"13537-744-24",2016,2
"13537-745-24",2016,2
"13537-746-24",2016,2
"13537-747-28",2016,2
"13537-748-02",2015,8
"13537-749-02",2015,8
"13537-750-02",2015,8
"13537-751-01",2015,8
"13537-752-01",2016,8
"13537-754-02",2016,10
"13537-755-02",2016,10
"13537-756-02",2016,10
"13537-757-01",2016,8
"13537-758-01",2016,8
"13537-759-01",2016,8
"13537-760-01",2016,8
"13537-761-02",2015,7
"13537-762-02",2015,7
"13537-763-02",2015,7
"13537-764-02",2015,7
"13537-765-02",2015,7
"13537-766-02",2015,7
"13537-800-40",2014,9
"13537-801-42",2014,9
"13537-802-44",2014,9
"13537-804-02",2016,11
"13537-805-02",2016,11
"13537-806-02",2016,11
"13537-807-02",2016,11
"13537-808-02",2016,11
"13537-809-02",2016,11
"13537-810-02",2016,11
"13537-811-02",2016,11
"13537-812-02",2016,11
"13537-813-02",2016,11
"13537-814-02",2016,11
"13537-815-02",2016,11
"13537-816-02",2016,11
"13537-817-02",2016,11
"13537-818-02",2016,11
"13537-819-02",2016,11
"13537-820-02",2016,11
"13537-821-02",2016,11
"13537-822-02",2016,11
"13537-823-02",2016,11
"13537-824-02",2016,11
"13537-825-02",2016,11
"13537-826-02",2016,11
"13537-827-02",2016,11
"13537-828-02",2016,11
"13537-829-02",2016,11
"13537-830-02",2016,11
"13537-831-02",2016,11
"13537-832-02",2016,11
"13537-833-02",2016,11
"13537-834-02",2016,11
"13537-835-02",2016,11
"13537-836-02",2016,11
"13537-837-02",2016,11
"13537-838-02",2016,11
"13537-839-02",2016,11
"13537-840-02",2016,11
"13537-841-01",2016,12
"13537-842-01",2016,12
"13537-843-01",2016,12
"13537-844-01",2016,12
"13537-845-01",2016,12
"13537-846-01",2016,12
"13537-847-01",2016,12
"13537-848-01",2016,12
"13537-849-01",2016,12
"13537-850-01",2016,12
"13537-851-01",2016,12
"13537-852-01",2016,12
"13537-853-02",2016,12
"13537-854-02",2016,12
"13537-855-02",2016,12
"13537-856-02",2016,12
"13537-857-02",2016,12
"13537-858-02",2016,12
"13537-859-02",2016,12
"13537-860-02",2016,12
"13537-861-02",2016,12
"13537-862-02",2016,12
"13537-863-02",2016,12
"13537-864-02",2016,12
"13537-865-02",2016,12
"13537-866-02",2016,12
"13537-870-02",2014,9
"13537-871-04",2014,9
"13537-872-06",2014,9
"13537-873-08",2014,9
"13537-874-10",2014,9
"13537-875-12",2014,9
"13537-876-14",2014,9
"13537-877-16",2014,9
"13537-878-18",2014,9
"13537-879-20",2014,9
"13537-880-02",2016,11
"13537-881-22",2014,9
"13537-882-24",2014,9
"13537-883-26",2014,9
"13537-884-28",2014,9
"13537-885-30",2014,9
"13537-887-32",2014,9
"13537-888-34",2014,9
"13537-889-36",2014,9
"13537-890-38",2014,9
"13537-891-02",2014,9
"13537-892-04",2014,9
"13537-893-06",2014,9
"13537-894-08",2014,9
"13537-895-10",2014,9
"13537-896-12",2014,9
"13537-897-14",2014,9
"13537-898-16",2014,9
"13537-899-18",2014,9
"13537-900-20",2014,9
"13537-901-02",2014,10
"13537-902-24",2014,9
"13537-903-26",2014,9
"13537-904-28",2014,9
"13537-905-30",2014,9
"13537-906-32",2014,9
"13537-907-34",2014,9
"13537-908-36",2014,9
"13537-909-38",2014,9
"13537-910-40",2014,9
"13537-911-42",2014,9
"13537-912-44",2014,9
"13537-913-46",2014,9
"13537-914-48",2014,9
"13537-915-50",2014,9
"13537-916-02",2014,9
"13537-917-04",2014,9
"13537-918-06",2014,9
"13537-919-08",2014,9
"13537-920-10",2014,9
"13537-921-12",2014,9
"13537-922-14",2014,9
"13537-923-16",2014,9
"13537-924-18",2014,9
"13537-925-20",2014,9
"13537-926-22",2014,9
"13537-927-24",2014,9
"13537-928-26",2014,9
"13537-929-28",2014,9
"13537-930-30",2014,9
"13537-931-32",2014,9
"13537-932-34",2014,9
"13537-933-36",2014,9
"13537-934-38",2014,9
"13537-935-40",2014,9
"13537-936-42",2014,9
"13537-937-44",2014,9
"13537-938-46",2014,9
"13537-939-48",2014,9
"13537-940-22",2014,9
"13537-941-01",2016,4
"13537-942-01",2016,4
"13537-943-02",2016,6
"13537-944-02",2016,6
"13537-945-02",2016,6
"13537-946-02",2016,6
"13537-947-02",2016,6
"13537-948-02",2016,6
"13537-949-02",2016,6
"13537-950-02",2016,6
"13537-951-02",2016,6
"13537-952-02",2016,6
"13537-953-01",2016,6
"13537-954-01",2016,7
"13537-955-01",2016,7
"13537-956-01",2016,7
"13537-957-02",2016,7
"13537-957-04",2016,7
"13537-957-06",2016,7
"13537-957-08",2016,7
"13537-958-02",2016,7
"13537-959-04",2016,7
"13537-960-06",2016,7
"13537-961-01",2016,7
"13537-962-01",2016,7
"13537-963-01",2016,7
"13537-964-01",2016,7
"13537-965-01",2016,7
"13537-966-08",2016,7
"13537-967-10",2016,7
"13537-968-12",2016,7
"13537-969-14",2016,7
"13537-970-18",2016,7
"13537-971-20",2016,7
"13537-972-22",2016,7
"13537-973-24",2016,7
"13537-974-24",2016,7
"13537-975-24",2016,7
"13537-976-24",2016,7
"13537-977-24",2016,7
"13537-978-24",2016,7
"13537-979-24",2016,7
"13537-980-24",2016,7
"13537-981-24",2016,7
"13537-982-24",2016,7
"13537-983-24",2016,7
"13537-984-24",2016,7
"13537-985-24",2016,7
"13537-986-24",2016,7
"13537-987-28",2016,7
"13537-988-01",2016,7
"13537-989-01",2016,8
"13537-990-01",2016,8
"13537-990-02",2016,8
"13537-990-04",2016,8
"13537-990-05",2016,8
"13537-990-06",2016,8
"13537-990-08",2016,8
"13537-991-02",2015,8
"13537-992-02",2015,8
"13537-993-02",2016,9
"13537-994-02",2016,10
"13537-995-02",2016,10
"13537-996-02",2016,8
"13537-997-02",2016,8
"13537-998-05",2014,3
"13537-998-06",2014,3
"13537-999-02",2014,3
"13537-999-03",2014,3
"13630-0008-4",2012,3
"13630-0012-4",2012,1
"13630-0013-4",2012,1
"13630-0014-4",2012,4
"13630-0015-4",2012,4
"13630-0016-4",2011,11
"13630-0017-4",2012,10
"13630-0018-3",2012,6
"13630-0019-4",2013,12
"13630-0020-4",2013,10
"13630-0021-4",2013,12
"13630-0022-4",2013,10
"13630-0023-4",2013,10
"13630-0024-4",2013,11
"13630-0025-4",2013,10
"13630-0026-4",2013,10
"13630-0027-4",2012,6
"13630-0028-4",2013,12
"13630-0029-4",2011,12
"13630-0030-4",2011,12
"13630-0031-4",2012,1
"13630-0032-4",2012,1
"13630-0033-4",2012,1
"13630-0034-4",2012,1
"13630-0035-4",2012,1
"13630-0036-4",2012,2
"13630-0037-4",2013,3
"13630-0038-4",2013,3
"13630-0039-4",2013,3
"13630-0040-4",2013,4
"13630-0041-4",2009,1
"13630-0042-4",2007,4
"13630-0043-4",2008,11
"13630-0044-4",2008,11
"13630-0045-4",2013,3
"13630-0046-4",2013,3
"13630-0047-4",2013,3
"13630-0048-4",2013,3
"13630-0049-4",2013,4
"13630-0050-4",2013,4
"13630-0051-4",2013,4
"13630-0052-4",2013,4
"13630-0053-5",2013,4
"13630-0054-4",2013,4
"13630-0055-4",2013,4
"13630-0056-4",2013,4
"13630-0057-5",2012,4
"13630-0058-4",2012,4
"13630-0059-4",2013,4
"13630-0060-4",2012,4
"13630-0061-3",2011,11
"13630-0062-4",2013,12
"13630-0063-4",2013,12
"13630-0064-3",2011,12
"13630-0065-4",2012,4
"13630-0066-4",2012,1
"13630-0067-4",2012,1
"13630-0068-4",2013,12
"13630-0069-4",2003,12
"13630-0070-4",2013,12
"13630-0071-3",2013,12
"13630-0072-4",2015,1
"13630-0073-4",2015,1
"13630-0074-4",2015,3
"13630-0075-4",2015,3
"13630-0076-4",2015,3
"13630-0077-4",2015,3
"13630-0078-4",2013,12
"13630-0079-4",2013,12
"13630-0080-4",2014,2
"13630-0081-4",2014,2
"13630-0082-4",2014,2
"13630-0083-4",2014,2
"13630-0084-4",2014,2
"13630-0085-4",2011,12
"13630-0086-4",2012,10
"13630-0087-4",2013,12
"13630-0088-4",2011,6
"13630-0089-3",2015,8
"13630-0091-4",2015,8
"13630-0093-4",2015,8
"13630-0094-4",2015,7
"13630-0095-4",2015,7
"13630-0096-4",2012,3
"13630-0097-4",2015,12
"13630-0098-4",2015,12
"13630-0099-5",2016,2
"13630-0100-4",2016,2
"13630-0101-4",2016,2
"13630-0102-4",2016,2
"13630-0103-4",2016,2
"13630-0104-4",2016,2
"13630-0105-4",2016,4
"13630-0106-4",2016,5
"13630-0107-4",2016,5
"13630-0108-4",2016,5
"13630-0109-4",2016,5
"13630-0110-4",2016,7
"13630-0111-4",2016,7
"13630-0112-4",2015,12
"13630-0113-4",2016,2
"13630-0114-3",2014,5
"13630-0115-4",2016,8
"13630-0116-4",2016,8
"13630-0117-3",2016,8
"13630-0118-4",2016,12
"13630-0119-4",2016,12
"13630-0120-4",2016,12
"13630-0121-4",2017,2
"13630-0122-4",2017,7
"13630-0123-4",2017,8
"13630-0124-4",2018,1
"13630-0125-4",2018,3
"13630-0126-4",2018,3
"13630-0127-4",2018,2
"13630-0128-4",2018,2
"13709-233-01",2016,3
"13709-281-07",2014,6
"13733-001-01",2008,4
"13733-002-01",2007,10
"13733-003-01",2008,4
"13733-004-01",2009,2
"13733-005-01",2009,2
"13733-006-01",2007,5
"13733-010-01",2011,6
"13733-011-01",2011,6
"13733-012-01",2011,6
"13733-013-01",2011,6
"13733-014-01",2011,6
"13733-015-01",2012,3
"13733-016-01",2012,3
"13733-017-01",2012,3
"13733-018-01",2012,3
"13733-019-01",2012,3
"13733-020-01",2011,6
"13733-030-01",2013,3
"13733-033-01",2015,7
"13733-040-01",2016,7
"13733-044-01",2016,7
"13733-050-01",2013,3
"13733-060-01",2016,7
"13733-070-01",2013,10
"13733-080-01",2014,2
"13733-090-01",2016,7
"13733-100-01",2016,7
"13733-110-01",2017,5
"13733-120-01",2016,7
"13733-130-01",2016,7
"13733-140-01",2016,7
"13733-150-01",2016,7
"13733-160-01",2016,7
"13733-165-01",2017,12
"13733-166-01",2018,1
"13733-170-01",2016,7
"13733-180-01",2016,7
"13733-190-01",2016,6
"13733-191-01",2016,6
"13733-192-01",2016,6
"13733-193-01",2016,6
"13733-194-01",2016,6
"13733-195-01",2016,6
"13733-196-01",2016,6
"13733-197-01",2016,6
"13733-201-01",2018,1
"13733-202-01",2018,1
"13733-203-01",2016,6
"13733-204-01",2016,6
"13733-205-01",2016,6
"13733-206-01",2016,6
"13733-207-01",2016,6
"13733-208-01",2016,6
"13733-211-01",2016,7
"13733-212-01",2016,7
"13733-213-01",2016,8
"13733-214-01",2016,8
"13733-215-01",2016,7
"13733-216-01",2016,7
"13733-217-01",2016,8
"13733-218-01",2016,8
"13733-220-01",2016,9
"13733-221-01",2016,8
"13733-222-01",2016,8
"13733-223-01",2016,8
"13733-224-01",2016,8
"13733-225-01",2016,9
"13733-226-01",2016,9
"13733-230-01",2016,9
"13733-232-01",2016,9
"13733-233-01",2017,2
"13733-234-01",2017,3
"13733-235-01",2012,2
"13733-236-01",2017,6
"13733-237-01",2017,6
"13733-245-01",2016,10
