"RXCUI","NDC","YEAR","MONTH"
891640,"54575-346-02",1972,8
891640,"54575-346-10",1972,8
891640,"54575-346-30",1972,8
891640,"54575-346-50",1972,8
1098169,"54575-347-02",1972,8
1098169,"54575-347-10",1972,8
1098169,"54575-347-30",1972,8
1098169,"54575-347-50",1972,8
891671,"54575-348-02",1972,8
891671,"54575-348-10",1972,8
891671,"54575-348-30",1972,8
891671,"54575-348-50",1972,8
891679,"54575-349-02",1972,8
891679,"54575-349-10",1972,8
891679,"54575-349-30",1972,8
891679,"54575-349-50",1972,8
899626,"54575-350-02",1972,8
899626,"54575-350-10",1972,8
899626,"54575-350-30",1972,8
899626,"54575-350-50",1972,8
899381,"54575-353-02",1972,8
899381,"54575-353-10",1972,8
899381,"54575-353-30",1972,8
899381,"54575-353-50",1972,8
899385,"54575-354-02",1972,8
899385,"54575-354-10",1972,8
899385,"54575-354-30",1972,8
899385,"54575-354-50",1972,8
899389,"54575-356-02",1972,8
899389,"54575-356-10",1972,8
899389,"54575-356-30",1972,8
899389,"54575-356-50",1972,8
899393,"54575-357-02",1972,8
899393,"54575-357-10",1972,8
899393,"54575-357-30",1972,8
899393,"54575-357-50",1972,8
899397,"54575-358-02",1972,8
899397,"54575-358-10",1972,8
899397,"54575-358-30",1972,8
899397,"54575-358-50",1972,8
899401,"54575-359-02",1972,8
899401,"54575-359-10",1972,8
899401,"54575-359-30",1972,8
899401,"54575-359-50",1972,8
899632,"54575-360-02",1972,8
899632,"54575-360-10",1972,8
899632,"54575-360-30",1972,8
899632,"54575-360-50",1972,8
899655,"54575-362-02",1972,8
899655,"54575-362-10",1972,8
899655,"54575-362-30",1972,8
899655,"54575-362-50",1972,8
899757,"54575-364-02",1972,8
899757,"54575-364-10",1972,8
899757,"54575-364-30",1972,8
899757,"54575-364-50",1972,8
968474,"54575-365-02",1972,8
968474,"54575-365-10",1972,8
968474,"54575-365-30",1972,8
968474,"54575-365-50",1972,8
899664,"54575-366-02",1972,8
899664,"54575-366-10",1972,8
899664,"54575-366-30",1972,8
899664,"54575-366-50",1972,8
899672,"54575-367-02",1972,8
899672,"54575-367-10",1972,8
899672,"54575-367-30",1972,8
899672,"54575-367-50",1972,8
901306,"54575-371-02",1972,8
901306,"54575-371-10",1972,8
901306,"54575-371-30",1972,8
901306,"54575-371-50",1972,8
966654,"54575-372-02",1972,8
966654,"54575-372-10",1972,8
966654,"54575-372-30",1972,8
966654,"54575-372-50",1972,8
899676,"54575-374-02",1972,8
899676,"54575-374-10",1972,8
899676,"54575-374-30",1972,8
899676,"54575-374-50",1972,8
901377,"54575-375-02",1967,12
901377,"54575-375-10",1967,12
901377,"54575-375-30",1967,12
901377,"54575-375-50",1967,12
891724,"54575-377-02",1972,8
891724,"54575-377-10",1972,8
891724,"54575-377-30",1972,8
891724,"54575-377-50",1972,8
891614,"54575-378-02",1972,8
891614,"54575-378-10",1972,8
891614,"54575-378-30",1972,8
891614,"54575-378-50",1972,8
901379,"54575-379-02",1972,8
901379,"54575-379-10",1972,8
901379,"54575-379-30",1972,8
901379,"54575-379-50",1972,8
1094377,"54575-380-02",1972,8
1094377,"54575-380-10",1972,8
1094377,"54575-380-30",1972,8
1094377,"54575-380-50",1972,8
899733,"54575-381-02",1972,8
899733,"54575-381-10",1972,8
899733,"54575-381-30",1972,8
899733,"54575-381-50",1972,8
899412,"54575-382-02",1972,8
899412,"54575-382-10",1972,8
899412,"54575-382-30",1972,8
899412,"54575-382-50",1972,8
899737,"54575-383-02",1972,8
899737,"54575-383-10",1972,8
899737,"54575-383-30",1972,8
899737,"54575-383-50",1972,8
899741,"54575-385-02",1972,8
899741,"54575-385-10",1972,8
899741,"54575-385-30",1972,8
899741,"54575-385-50",1972,8
899745,"54575-387-02",1972,8
899745,"54575-387-10",1972,8
899745,"54575-387-30",1972,8
899745,"54575-387-50",1972,8
905501,"54575-388-02",1972,8
905501,"54575-388-10",1972,8
905501,"54575-388-30",1972,8
905501,"54575-388-50",1972,8
892619,"54575-389-02",1972,8
892619,"54575-389-10",1972,8
892619,"54575-389-30",1972,8
892619,"54575-389-50",1972,8
966649,"54575-390-02",1972,8
966649,"54575-390-10",1972,8
966649,"54575-390-30",1972,8
966649,"54575-390-50",1972,8
892623,"54575-391-02",1972,8
892623,"54575-391-10",1972,8
892623,"54575-391-30",1972,8
892623,"54575-391-50",1972,8
899749,"54575-394-02",1972,8
899749,"54575-394-10",1972,8
899749,"54575-394-30",1972,8
899749,"54575-394-50",1972,8
899417,"54575-395-02",1972,8
899417,"54575-395-10",1972,8
899417,"54575-395-30",1972,8
899417,"54575-395-50",1972,8
899423,"54575-397-02",1972,8
899423,"54575-397-10",1972,8
899423,"54575-397-30",1972,8
899423,"54575-397-50",1972,8
901194,"54575-398-02",1972,8
901194,"54575-398-10",1972,8
901194,"54575-398-30",1972,8
901194,"54575-398-50",1972,8
899427,"54575-399-02",1972,8
899427,"54575-399-10",1972,8
899427,"54575-399-30",1972,8
899427,"54575-399-50",1972,8
899431,"54575-400-02",1972,8
899431,"54575-400-10",1972,8
899431,"54575-400-30",1972,8
899431,"54575-400-50",1972,8
905363,"54575-401-02",1972,8
905363,"54575-401-10",1972,8
905363,"54575-401-30",1972,8
905363,"54575-401-50",1972,8
1011046,"54575-405-02",1972,8
1011046,"54575-405-10",1972,8
1011046,"54575-405-30",1972,8
1011046,"54575-405-50",1972,8
1010942,"54575-406-02",1972,8
1010942,"54575-406-10",1972,8
1010942,"54575-406-30",1972,8
1010942,"54575-406-50",1972,8
899451,"54575-407-02",1972,8
899451,"54575-407-10",1972,8
899451,"54575-407-30",1972,8
899451,"54575-407-50",1972,8
1011063,"54575-408-02",1972,8
1011063,"54575-408-10",1972,8
1011063,"54575-408-30",1972,8
1011063,"54575-408-50",1972,8
1006513,"54575-410-02",1972,8
1006513,"54575-410-10",1972,8
1006513,"54575-410-30",1972,8
1006513,"54575-410-50",1972,8
892668,"54575-412-02",1972,8
892668,"54575-412-10",1972,8
892668,"54575-412-30",1972,8
892668,"54575-412-50",1972,8
901372,"54575-414-02",1972,8
901372,"54575-414-10",1972,8
901372,"54575-414-30",1972,8
901372,"54575-414-50",1972,8
899459,"54575-415-02",1972,8
899459,"54575-415-10",1972,8
899459,"54575-415-30",1972,8
899459,"54575-415-50",1972,8
904868,"54575-418-02",1972,8
904868,"54575-418-10",1972,8
904868,"54575-418-30",1972,8
904868,"54575-418-50",1972,8
904649,"54575-420-02",1972,8
904649,"54575-420-10",1972,8
904649,"54575-420-30",1972,8
904649,"54575-420-50",1972,8
899469,"54575-422-02",1972,8
899469,"54575-422-10",1972,8
899469,"54575-422-30",1972,8
899469,"54575-422-50",1972,8
1010858,"54575-423-02",1967,12
1010858,"54575-423-10",1967,12
1010858,"54575-423-30",1967,12
1010858,"54575-423-50",1967,12
1010968,"54575-424-02",1972,8
1010968,"54575-424-10",1972,8
1010968,"54575-424-30",1972,8
1010968,"54575-424-50",1972,8
1012055,"54575-426-02",1972,8
1012055,"54575-426-10",1972,8
1012055,"54575-426-30",1972,8
1012055,"54575-426-50",1972,8
899880,"54575-428-02",1972,8
899880,"54575-428-10",1972,8
899880,"54575-428-30",1972,8
899880,"54575-428-50",1972,8
899493,"54575-430-02",1972,8
899493,"54575-430-10",1972,8
899493,"54575-430-30",1972,8
899493,"54575-430-50",1972,8
899882,"54575-431-02",1972,8
899882,"54575-431-10",1972,8
899882,"54575-431-30",1972,8
899882,"54575-431-50",1972,8
1010854,"54575-432-02",1972,8
1010854,"54575-432-10",1972,8
1010854,"54575-432-30",1972,8
1010854,"54575-432-50",1972,8
891661,"54575-433-02",1972,8
891661,"54575-433-10",1972,8
891661,"54575-433-30",1972,8
891661,"54575-433-50",1972,8
899886,"54575-434-02",1972,8
899886,"54575-434-10",1972,8
899886,"54575-434-30",1972,8
899886,"54575-434-50",1972,8
904651,"54575-435-02",1972,8
904651,"54575-435-10",1972,8
904651,"54575-435-30",1972,8
904651,"54575-435-50",1972,8
899366,"54575-436-02",1972,8
899366,"54575-436-10",1972,8
899366,"54575-436-30",1972,8
899366,"54575-436-50",1972,8
978960,"54575-437-02",1972,8
978960,"54575-437-10",1972,8
978960,"54575-437-30",1972,8
978960,"54575-437-50",1972,8
966705,"54575-438-02",1972,8
966705,"54575-438-10",1972,8
966705,"54575-438-30",1972,8
966705,"54575-438-50",1972,8
901332,"54575-439-02",1972,8
901332,"54575-439-10",1972,8
901332,"54575-439-30",1972,8
901332,"54575-439-50",1972,8
899898,"54575-440-02",1972,8
899898,"54575-440-10",1972,8
899898,"54575-440-30",1972,8
899898,"54575-440-50",1972,8
1011020,"54575-442-02",1972,8
1011020,"54575-442-10",1972,8
1011020,"54575-442-30",1972,8
1011020,"54575-442-50",1972,8
1006349,"54575-443-02",1972,8
1006349,"54575-443-10",1972,8
1006349,"54575-443-30",1972,8
1006349,"54575-443-50",1972,8
901310,"54575-444-02",1972,8
901310,"54575-444-10",1972,8
901310,"54575-444-30",1972,8
901310,"54575-444-50",1972,8
899475,"54575-445-02",1972,8
899475,"54575-445-10",1972,8
899475,"54575-445-30",1972,8
899475,"54575-445-50",1972,8
967977,"54575-449-02",1972,8
967977,"54575-449-10",1972,8
967977,"54575-449-30",1972,8
967977,"54575-449-50",1972,8
1011036,"54575-451-02",1972,8
1011036,"54575-451-10",1972,8
1011036,"54575-451-30",1972,8
1011036,"54575-451-50",1972,8
901340,"54575-452-02",1972,8
901340,"54575-452-10",1972,8
901340,"54575-452-30",1972,8
901340,"54575-452-50",1972,8
900050,"54575-453-02",1972,8
900050,"54575-453-10",1972,8
900050,"54575-453-30",1972,8
900050,"54575-453-50",1972,8
1011630,"54575-454-02",1972,8
1011630,"54575-454-10",1972,8
1011630,"54575-454-30",1972,8
1011630,"54575-454-50",1972,8
1098250,"54575-455-02",1972,8
1098250,"54575-455-10",1972,8
1098250,"54575-455-30",1972,8
1098250,"54575-455-50",1972,8
899919,"54575-456-02",1972,8
899919,"54575-456-10",1972,8
899919,"54575-456-30",1972,8
899919,"54575-456-50",1972,8
901202,"54575-457-02",1972,8
901202,"54575-457-10",1972,8
901202,"54575-457-30",1972,8
901202,"54575-457-50",1972,8
905482,"54575-458-02",1972,8
905482,"54575-458-10",1972,8
905482,"54575-458-30",1972,8
905482,"54575-458-50",1972,8
901316,"54575-459-02",1972,8
901316,"54575-459-10",1972,8
901316,"54575-459-30",1972,8
901316,"54575-459-50",1972,8
901320,"54575-460-02",1972,8
901320,"54575-460-10",1972,8
901320,"54575-460-30",1972,8
901320,"54575-460-50",1972,8
1010856,"54575-461-02",1972,8
1010856,"54575-461-10",1972,8
1010856,"54575-461-30",1972,8
1010856,"54575-461-50",1972,8
892487,"54575-462-02",1967,12
892487,"54575-462-10",1967,12
892487,"54575-462-30",1967,12
892487,"54575-462-50",1967,12
901206,"54575-463-02",1972,8
901206,"54575-463-10",1972,8
901206,"54575-463-30",1972,8
901206,"54575-463-50",1972,8
904642,"54575-465-02",1972,8
904642,"54575-465-10",1972,8
904642,"54575-465-30",1972,8
904642,"54575-465-50",1972,8
904479,"54575-466-02",1972,8
904479,"54575-466-10",1972,8
904479,"54575-466-30",1972,8
904479,"54575-466-50",1972,8
905327,"54575-467-02",1972,8
905327,"54575-467-10",1972,8
905327,"54575-467-30",1972,8
905327,"54575-467-50",1972,8
905331,"54575-468-02",1972,8
905331,"54575-468-10",1972,8
905331,"54575-468-30",1972,8
905331,"54575-468-50",1972,8
905333,"54575-469-02",1972,8
905333,"54575-469-10",1972,8
905333,"54575-469-30",1972,8
905333,"54575-469-50",1972,8
901294,"54575-471-02",1972,8
901294,"54575-471-10",1972,8
901294,"54575-471-30",1972,8
901294,"54575-471-50",1972,8
891698,"54575-472-02",1972,8
891698,"54575-472-10",1972,8
891698,"54575-472-30",1972,8
891698,"54575-472-50",1972,8
891690,"54575-473-02",1972,8
891690,"54575-473-10",1972,8
891690,"54575-473-30",1972,8
891690,"54575-473-50",1972,8
902747,"54575-474-02",1972,8
902747,"54575-474-10",1972,8
902747,"54575-474-30",1972,8
902747,"54575-474-50",1972,8
1000013,"54575-476-02",1972,8
1000013,"54575-476-10",1972,8
1000013,"54575-476-30",1972,8
1000013,"54575-476-50",1972,8
1010974,"54575-486-02",1972,8
1010974,"54575-486-10",1972,8
1010974,"54575-486-30",1972,8
1010974,"54575-486-50",1972,8
851735,"54575-901-02",1967,12
851735,"54575-901-10",1967,12
851735,"54575-901-30",1967,12
851735,"54575-901-50",1967,12
851917,"54575-902-02",1967,12
851917,"54575-902-10",1967,12
851917,"54575-902-30",1967,12
851917,"54575-902-50",1967,12
851905,"54575-903-02",1967,12
851905,"54575-903-10",1967,12
851905,"54575-903-30",1967,12
851905,"54575-903-50",1967,12
852499,"54575-904-02",1967,12
852499,"54575-904-10",1967,12
852499,"54575-904-30",1967,12
852499,"54575-904-50",1967,12
852494,"54575-905-02",1967,12
852494,"54575-905-10",1967,12
852494,"54575-905-30",1967,12
852494,"54575-905-50",1967,12
852453,"54575-906-02",1967,12
852453,"54575-906-10",1967,12
852453,"54575-906-30",1967,12
852453,"54575-906-50",1967,12
900064,"54575-907-02",1967,12
900064,"54575-907-10",1967,12
900064,"54575-907-30",1967,12
900064,"54575-907-50",1967,12
852342,"54575-908-02",1967,12
852342,"54575-908-10",1967,12
852342,"54575-908-30",1967,12
852342,"54575-908-50",1967,12
898012,"54575-909-02",1967,12
898012,"54575-909-10",1967,12
898012,"54575-909-30",1967,12
898012,"54575-909-50",1967,12
852422,"54575-910-02",1967,12
852422,"54575-910-10",1967,12
852422,"54575-910-30",1967,12
852422,"54575-910-50",1967,12
852151,"54575-912-02",1967,12
852151,"54575-912-10",1967,12
852151,"54575-912-30",1967,12
852151,"54575-912-50",1967,12
851743,"54575-914-02",1967,12
851743,"54575-914-10",1967,12
851743,"54575-914-30",1967,12
851743,"54575-914-50",1967,12
852584,"54575-915-02",1967,12
852584,"54575-915-10",1967,12
852584,"54575-915-30",1967,12
852584,"54575-915-50",1967,12
900116,"54575-916-02",1967,12
900116,"54575-916-10",1967,12
900116,"54575-916-30",1967,12
900116,"54575-916-50",1967,12
852612,"54575-917-02",1967,12
852612,"54575-917-10",1967,12
852612,"54575-917-30",1967,12
852612,"54575-917-50",1967,12
852366,"54575-919-02",1967,12
852366,"54575-919-10",1967,12
852366,"54575-919-30",1967,12
852366,"54575-919-50",1967,12
867300,"54575-920-02",1967,12
867300,"54575-920-10",1967,12
867300,"54575-920-30",1967,12
867300,"54575-920-50",1967,12
1098255,"54575-921-02",1967,12
1098255,"54575-921-10",1967,12
1098255,"54575-921-30",1967,12
1098255,"54575-921-50",1967,12
852817,"54575-922-02",1967,12
852817,"54575-922-10",1967,12
852817,"54575-922-30",1967,12
852817,"54575-922-50",1967,12
1013964,"54575-923-02",1967,12
1013964,"54575-923-10",1967,12
1013964,"54575-923-30",1967,12
1013964,"54575-923-50",1967,12
852057,"54575-924-02",1967,12
852057,"54575-924-10",1967,12
852057,"54575-924-30",1967,12
852057,"54575-924-50",1967,12
1014194,"54575-925-02",1967,12
1014194,"54575-925-10",1967,12
1014194,"54575-925-30",1967,12
1014194,"54575-925-50",1967,12
852847,"54575-926-02",1967,12
852847,"54575-926-10",1967,12
852847,"54575-926-30",1967,12
852847,"54575-926-50",1967,12
1115265,"54575-929-02",1967,12
1115265,"54575-929-10",1967,12
1115265,"54575-929-30",1967,12
1115265,"54575-929-50",1967,12
1098260,"54575-930-02",1967,12
1098260,"54575-930-10",1967,12
1098260,"54575-930-30",1967,12
1098260,"54575-930-50",1967,12
852630,"54575-932-02",1967,12
852630,"54575-932-10",1967,12
852630,"54575-932-30",1967,12
852630,"54575-932-50",1967,12
852327,"54575-933-02",1967,12
852327,"54575-933-10",1967,12
852327,"54575-933-30",1967,12
852327,"54575-933-50",1967,12
852224,"54575-935-02",1967,12
852224,"54575-935-10",1967,12
852224,"54575-935-30",1967,12
852224,"54575-935-50",1967,12
852196,"54575-936-02",1967,12
852196,"54575-936-10",1967,12
852196,"54575-936-30",1967,12
852196,"54575-936-50",1967,12
900111,"54575-938-02",1967,12
900111,"54575-938-10",1967,12
900111,"54575-938-30",1967,12
900111,"54575-938-50",1967,12
852604,"54575-939-02",1967,12
852604,"54575-939-10",1967,12
852604,"54575-939-30",1967,12
852604,"54575-939-50",1967,12
852181,"54575-940-02",1967,12
852181,"54575-940-10",1967,12
852181,"54575-940-30",1967,12
852181,"54575-940-50",1967,12
851877,"54575-941-02",1967,12
851877,"54575-941-10",1967,12
851877,"54575-941-30",1967,12
851877,"54575-941-50",1967,12
901256,"54575-943-02",1967,12
901256,"54575-943-10",1967,12
901256,"54575-943-30",1967,12
901256,"54575-943-50",1967,12
852323,"54575-944-02",1967,12
852323,"54575-944-10",1967,12
852323,"54575-944-30",1967,12
852323,"54575-944-50",1967,12
899596,"54575-945-02",1967,12
899596,"54575-945-10",1967,12
899596,"54575-945-30",1967,12
899596,"54575-945-50",1967,12
852683,"54575-946-02",1967,12
852683,"54575-946-10",1967,12
852683,"54575-946-30",1967,12
852683,"54575-946-50",1967,12
852672,"54575-947-02",1967,12
852672,"54575-947-10",1967,12
852672,"54575-947-30",1967,12
852672,"54575-947-50",1967,12
852263,"54575-948-02",1967,12
852263,"54575-948-10",1967,12
852263,"54575-948-30",1967,12
852263,"54575-948-50",1967,12
900994,"54575-950-02",1967,12
900994,"54575-950-10",1967,12
900994,"54575-950-30",1967,12
900994,"54575-950-50",1967,12
901018,"54575-951-02",1967,12
901018,"54575-951-10",1967,12
901018,"54575-951-30",1967,12
901018,"54575-951-50",1967,12
1098265,"54575-952-02",1967,12
1098265,"54575-952-10",1967,12
1098265,"54575-952-30",1967,12
1098265,"54575-952-50",1967,12
901014,"54575-955-02",1967,12
901014,"54575-955-10",1967,12
901014,"54575-955-30",1967,12
901014,"54575-955-50",1967,12
889650,"54575-956-02",1967,12
889650,"54575-956-10",1967,12
889650,"54575-956-30",1967,12
889650,"54575-956-50",1967,12
852656,"54575-957-02",1967,12
852656,"54575-957-10",1967,12
852656,"54575-957-30",1967,12
852656,"54575-957-50",1967,12
1098192,"54575-958-02",1967,12
1098192,"54575-958-10",1967,12
1098192,"54575-958-30",1967,12
1098192,"54575-958-50",1967,12
852707,"54575-959-02",1967,12
852707,"54575-959-10",1967,12
852707,"54575-959-30",1967,12
852707,"54575-959-50",1967,12
852275,"54575-960-02",1967,12
852275,"54575-960-10",1967,12
852275,"54575-960-30",1967,12
852275,"54575-960-50",1967,12
852741,"54575-962-02",1967,12
852741,"54575-962-10",1967,12
852741,"54575-962-30",1967,12
852741,"54575-962-50",1967,12
852351,"54575-964-02",1967,12
852351,"54575-964-10",1967,12
852351,"54575-964-30",1967,12
852351,"54575-964-50",1967,12
852385,"54575-965-02",1967,12
852385,"54575-965-10",1967,12
852385,"54575-965-30",1967,12
852385,"54575-965-50",1967,12
852625,"54575-966-02",1967,12
852625,"54575-966-10",1967,12
852625,"54575-966-30",1967,12
852625,"54575-966-50",1967,12
900707,"54575-967-02",1967,12
900707,"54575-967-10",1967,12
900707,"54575-967-30",1967,12
900707,"54575-967-50",1967,12
1098277,"54575-968-02",1967,12
1098277,"54575-968-10",1967,12
1098277,"54575-968-30",1967,12
1098277,"54575-968-50",1967,12
852749,"54575-969-02",1967,12
852749,"54575-969-10",1967,12
852749,"54575-969-30",1967,12
852749,"54575-969-50",1967,12
851893,"54575-970-02",1967,12
851893,"54575-970-10",1967,12
851893,"54575-970-30",1967,12
851893,"54575-970-50",1967,12
852572,"54575-971-02",1967,12
852572,"54575-971-10",1967,12
852572,"54575-971-30",1967,12
852572,"54575-971-50",1967,12
852165,"54575-972-02",1967,12
852165,"54575-972-10",1967,12
852165,"54575-972-30",1967,12
852165,"54575-972-50",1967,12
852177,"54575-973-02",1967,12
852177,"54575-973-10",1967,12
852177,"54575-973-30",1967,12
852177,"54575-973-50",1967,12
901025,"54575-974-02",1967,12
901025,"54575-974-10",1967,12
901025,"54575-974-30",1967,12
901025,"54575-974-50",1967,12
852297,"54575-978-02",1967,12
852297,"54575-978-10",1967,12
852297,"54575-978-30",1967,12
852297,"54575-978-50",1967,12
1365693,"54576-3001-1",2012,12
209839,"54629-600-01",2000,5
1245376,"54629-640-01",2016,2
313997,"54633-014-02",2014,10
259249,"54633-201-13",2014,5
259249,"54633-414-03",2014,5
1601550,"54641-003-02",2015,2
1494224,"54641-004-02",2014,4
1494222,"54641-005-01",2014,9
1494222,"54641-006-01",2014,4
1494222,"54641-007-01",2017,1
1363895,"54723-100-11",2012,12
1435094,"54723-175-22",2016,4
308761,"54738-102-30",2015,6
308761,"54738-102-48",2015,6
309937,"54738-116-13",2000,2
314216,"54738-518-01",2011,3
598014,"54746-001-01",1989,10
1314884,"54799-565-01",2009,1
1314884,"54799-565-59",2009,1
1188431,"54799-897-30",2011,9
208767,"54838-135-40",1997,1
208767,"54838-135-80",1997,1
546906,"54859-502-06",2006,1
546906,"54859-502-10",2006,1
1089037,"54859-503-01",2010,4
1089037,"54859-504-01",2010,4
545905,"54859-544-04",2006,1
540161,"54859-602-02",2006,1
360057,"54859-603-02",1993,1
1048044,"54859-701-04",1999,5
1048044,"54859-701-10",1999,5
242733,"54859-801-60",2007,7
1536212,"54866-001-01",2014,1
1875558,"54866-002-01",2014,1
581655,"54868-5927-0",2008,8
312480,"54891-001-02",1987,2
1090072,"54891-001-03",1987,2
1090072,"54891-001-04",1987,2
259328,"54947-124-31",1950,2
259328,"54947-124-32",1950,2
259328,"54947-124-33",1950,2
259328,"54947-124-34",1950,2
1151062,"54948-100-01",2011,8
1297242,"54948-110-01",2011,8
283083,"55038-001-02",2012,7
581626,"55045-3198-2",2000,12
1658066,"55045-3841-1",2007,4
540707,"55111-126-50",2004,6
540707,"55111-126-78",2004,6
207378,"55111-129-05",2001,1
1099625,"55111-529-01",2008,7
1099625,"55111-529-05",2008,7
1099625,"55111-529-30",2008,7
1099625,"55111-529-78",2008,7
1099678,"55111-530-01",2008,7
1099678,"55111-530-05",2008,7
1099678,"55111-530-30",2008,7
1099678,"55111-530-78",2008,7
1099870,"55111-531-01",2008,7
1099870,"55111-531-05",2008,7
1099870,"55111-531-30",2008,7
1099870,"55111-531-78",2008,7
1099596,"55111-532-01",2009,1
1099596,"55111-532-05",2009,1
1099596,"55111-532-30",2009,1
1099596,"55111-532-78",2009,1
1099563,"55111-533-01",2013,8
1099563,"55111-533-05",2013,8
1099563,"55111-533-30",2013,8
1099563,"55111-533-60",2013,8
1099563,"55111-533-78",2013,8
1099569,"55111-534-01",2013,8
1099569,"55111-534-05",2013,8
1099569,"55111-534-30",2013,8
1099569,"55111-534-60",2013,8
431737,"55111-546-01",2008,6
431737,"55111-546-30",2008,6
431737,"55111-546-60",2008,6
431737,"55111-546-79",2008,6
431754,"55111-548-01",2008,6
431754,"55111-548-30",2008,6
431754,"55111-548-60",2008,6
431754,"55111-548-79",2008,6
197738,"55111-648-01",2008,7
197738,"55111-648-05",2008,7
197739,"55111-649-01",2008,7
197739,"55111-649-05",2008,7
351254,"55111-650-01",2017,8
596943,"55133-020-01",2012,10
596943,"55133-030-01",2012,10
606012,"55133-040-01",2012,10
1087954,"55133-050-01",2012,10
1110506,"55143-012-50",2011,2
1110506,"55143-013-50",2011,2
1110506,"55143-014-50",2011,2
1731582,"55150-292-01",2018,11
1731590,"55150-293-02",2018,11
238212,"55150-294-05",2018,11
238212,"55150-295-20",2018,11
540930,"55154-0127-5",2011,9
540930,"55154-0127-8",2011,9
832891,"55154-0926-0",2014,9
314216,"55154-1480-0",2011,6
540930,"55154-2379-8",2011,9
863968,"55154-4352-8",2000,1
1099569,"55154-4381-0",2009,2
1099870,"55154-4679-0",2015,3
1099596,"55154-4759-0",2009,4
197889,"55154-4920-0",1987,7
876195,"55154-5035-6",2009,2
200060,"55154-5382-0",2011,10
876193,"55154-5383-5",2009,11
238212,"55154-5722-5",2011,10
238212,"55154-5737-5",2011,10
238212,"55154-5739-8",2011,10
199058,"55154-6262-0",2011,10
876193,"55154-6707-5",2006,5
876193,"55154-6899-5",2015,3
1300442,"55154-6991-8",2010,1
1088531,"55154-7136-5",2011,2
1099678,"55154-7145-0",2015,3
313072,"55154-7353-2",1983,1
1099569,"55154-7640-0",2013,8
317121,"55154-9358-5",2000,8
317121,"55154-9358-8",2000,8
314272,"55154-9430-5",2005,4
1486326,"55264-005-06",2013,8
1114987,"55264-011-01",2011,7
1795944,"55264-012-05",2016,5
1045330,"55264-050-01",2016,5
2102947,"55264-101-03",2017,5
1999394,"55264-103-02",2018,2
308762,"55287-102-08",2012,2
208540,"55289-261-30",2015,11
208540,"55289-261-90",2015,11
198277,"55289-262-90",1996,4
358334,"55289-306-90",2009,7
832891,"55289-444-45",2011,2
352277,"55289-736-10",2011,9
352277,"55289-736-20",2011,9
352277,"55289-736-21",2011,9
352277,"55289-736-30",2011,9
352277,"55289-736-40",2011,9
207949,"55292-201-11",2013,8
213400,"55292-701-55",1983,7
1926454,"55292-702-55",1983,7
485287,"55301-024-40",2014,8
433196,"55301-027-40",2014,8
1250189,"55301-032-80",2014,8
476973,"55301-035-40",2017,8
1250189,"55301-036-40",2017,9
476973,"55301-037-25",2017,11
476973,"55301-038-25",2017,11
359751,"55301-039-25",2017,11
617954,"55301-063-30",2002,10
204754,"55301-069-18",2009,1
204754,"55301-069-96",2009,1
725145,"55301-180-21",2012,3
309381,"55301-205-23",2008,2
349404,"55301-220-26",2015,7
727137,"55301-248-75",2009,1
876193,"55301-306-03",2015,10
308761,"55301-319-01",1998,7
308762,"55301-372-08",2015,8
1431703,"55301-379-38",2013,11
844379,"55301-500-48",2013,7
577232,"55301-551-38",2003,9
314221,"55301-608-44",2013,7
311500,"55301-692-21",2016,5
200295,"55301-822-43",2002,10
1423321,"55305-112-12",2015,6
1423321,"55305-112-13",2015,6
1423321,"55305-112-14",2015,6
1423321,"55305-112-15",2018,6
283083,"55312-054-04",2013,6
204754,"55312-069-10",1990,2
204754,"55312-069-27",1990,2
204754,"55312-069-54",1990,2
204754,"55312-069-96",1990,2
308763,"55312-071-08",2015,3
308763,"55312-071-12",2015,3
283100,"55312-111-11",2013,12
283100,"55312-111-35",2013,12
309381,"55312-205-23",2011,12
198852,"55312-242-50",2013,10
308762,"55312-372-08",2015,1
308762,"55312-372-16",2015,1
252294,"55312-530-60",2010,7
844379,"55312-776-00",2015,7
200295,"55312-822-43",1996,11
485287,"55315-029-30",2019,1
485287,"55315-029-40",2018,1
485287,"55315-030-00",2018,1
476973,"55315-031-30",2019,1
476973,"55315-031-40",2018,1
476973,"55315-032-00",2018,1
1250189,"55315-033-30",2019,1
1250189,"55315-033-40",2018,1
1250189,"55315-034-00",2018,1
433196,"55315-036-40",2018,1
476973,"55315-037-25",2018,1
476973,"55315-038-25",2018,1
204754,"55315-069-27",2014,11
204754,"55315-069-96",2014,11
308762,"55315-070-08",2015,3
198852,"55315-242-30",2013,10
727137,"55315-248-75",2009,1
283219,"55315-253-02",2014,1
876193,"55315-369-31",2015,9
308763,"55315-371-08",2015,3
308762,"55315-372-08",2015,3
198852,"55315-487-30",2016,3
252294,"55315-530-60",2013,3
198852,"55315-550-03",2012,8
198603,"55315-630-12",2010,7
252294,"55315-832-60",2018,9
1431703,"55316-001-38",2013,12
485287,"55316-018-30",2013,3
476973,"55316-019-30",2013,3
1250189,"55316-020-30",2013,3
1250189,"55316-021-00",2016,6
637119,"55316-022-21",2016,6
476973,"55316-024-25",2012,5
476973,"55316-025-25",2012,5
359751,"55316-026-25",2012,5
617954,"55316-063-26",2008,2
204754,"55316-069-27",2009,1
204754,"55316-069-54",2009,1
204754,"55316-069-96",2009,1
308762,"55316-084-34",2017,2
308762,"55316-084-43",2017,2
