"NDC","YEAR","MONTH"
"41190-318-86",1990,8
"41190-319-64",2013,12
"41190-332-40",2015,4
"41190-335-34",2013,6
"41190-335-40",2013,6
"41190-337-40",2013,8
"41190-357-40",2013,8
"41190-358-96",2015,1
"41190-359-26",2014,5
"41190-359-34",2014,5
"41190-368-71",2013,8
"41190-368-78",2013,8
"41190-370-16",2015,1
"41190-370-34",2015,1
"41190-370-45",2015,1
"41190-374-78",2013,6
"41190-379-26",2016,1
"41190-396-40",2015,4
"41190-403-64",2015,1
"41190-403-96",2015,1
"41190-416-78",2016,11
"41190-416-90",2016,11
"41190-426-54",2013,9
"41190-428-65",2013,6
"41190-432-67",2013,9
"41190-434-86",2013,10
"41190-441-64",2017,5
"41190-443-01",2017,7
"41190-458-39",2016,6
"41190-458-66",2013,8
"41190-458-72",2013,8
"41190-459-34",2013,6
"41190-459-40",2013,6
"41190-460-62",2017,10
"41190-461-62",2013,7
"41190-462-62",2016,9
"41190-466-96",2016,2
"41190-467-68",2016,10
"41190-468-80",2017,1
"41190-469-65",2016,11
"41190-475-26",2016,2
"41190-477-92",2013,7
"41190-478-47",2016,12
"41190-479-62",2016,9
"41190-479-67",2016,9
"41190-484-71",2016,10
"41190-484-78",2013,12
"41190-484-85",2009,9
"41190-484-90",2016,12
"41190-485-47",2017,1
"41190-486-78",2013,8
"41190-489-80",2017,1
"41190-516-26",2013,8
"41190-516-34",2013,8
"41190-517-71",2013,8
"41190-517-78",2013,8
"41190-520-78",2016,12
"41190-536-64",2015,9
"41190-544-71",2013,8
"41190-544-78",2013,8
"41190-548-62",2014,9
"41190-571-01",2013,7
"41190-571-22",2013,7
"41190-571-39",2013,7
"41190-571-95",2013,7
"41190-575-96",2015,12
"41190-595-23",2017,1
"41190-602-07",2014,5
"41190-603-40",2014,9
"41190-604-62",2013,8
"41190-604-71",2013,8
"41190-604-78",2013,8
"41190-604-85",2013,8
"41190-604-90",2013,8
"41190-612-46",2013,8
"41190-612-65",2013,8
"41190-612-72",2013,8
"41190-619-40",2010,6
"41190-622-64",2013,11
"41190-641-96",2014,6
"41190-647-71",2013,8
"41190-647-78",2013,8
"41190-647-85",2013,8
"41190-648-10",2014,9
"41190-656-40",2013,6
"41190-660-26",2013,6
"41190-664-12",1995,10
"41190-664-13",1995,10
"41190-664-86",1995,10
"41190-667-38",1989,7
"41190-668-40",2013,6
"41190-679-64",2014,1
"41190-686-38",1989,7
"41190-703-10",2014,7
"41190-763-40",2014,9
"41190-799-26",2013,6
"41190-804-43",2010,11
"41190-822-43",1989,7
"41190-831-43",1989,7
"41190-851-40",2013,8
"41190-852-62",2013,6
"41190-871-43",1989,7
"41190-871-45",1989,7
"41190-882-10",2013,6
"41190-897-26",2014,5
"41190-898-01",2017,9
"41190-898-02",2017,9
"41190-898-03",2017,9
"41190-903-26",2013,8
"41190-906-26",2013,7
"41190-915-30",2013,8
"41190-915-55",2013,8
"41190-915-74",2013,8
"41190-931-15",1998,8
"41190-941-15",2014,7
"41190-944-73",2013,7
"41190-947-06",2010,2
"41190-950-62",2013,6
"41190-951-16",2011,4
"41190-951-34",2011,4
"41190-951-45",2011,4
"41190-973-16",2017,11
"41190-987-26",2013,8
"41226-686-30",2017,4
"41250-004-44",2002,6
"41250-007-30",2008,8
"41250-018-02",1989,10
"41250-024-34",2011,7
"41250-028-16",2013,7
"41250-029-25",2005,2
"41250-029-96",2005,2
"41250-031-01",1992,1
"41250-031-02",2013,2
"41250-032-60",2015,2
"41250-037-19",2013,7
"41250-040-81",2011,4
"41250-040-82",2011,4
"41250-043-38",1987,11
"41250-044-40",2014,12
"41250-045-15",2013,12
"41250-048-80",2015,2
"41250-049-50",2014,10
"41250-050-27",2009,4
"41250-050-48",2011,6
"41250-050-58",2009,4
"41250-050-76",2017,10
"41250-051-07",2015,6
"41250-053-53",2015,1
"41250-054-52",2004,7
"41250-054-60",1999,11
"41250-055-40",2013,5
"41250-057-10",2003,11
"41250-058-30",2015,9
"41250-060-22",2015,3
"41250-060-39",2015,3
"41250-060-49",2016,12
"41250-060-95",2015,3
"41250-062-00",2000,4
"41250-063-02",1989,10
"41250-064-33",2014,9
"41250-065-10",1994,5
"41250-066-18",2016,4
"41250-067-16",2015,4
"41250-067-58",2015,4
"41250-067-64",2015,4
"41250-068-18",2016,4
"41250-069-18",1995,4
"41250-069-54",1995,4
"41250-069-96",1995,4
"41250-070-87",2009,1
"41250-071-96",2015,2
"41250-072-12",1996,12
"41250-072-69",1996,12
"41250-072-77",1996,12
"41250-072-86",1996,12
"41250-073-40",2014,9
"41250-073-80",2014,9
"41250-074-78",2006,6
"41250-075-02",2006,5
"41250-076-00",2014,5
"41250-077-00",2014,5
"41250-078-00",2014,5
"41250-079-00",2014,6
"41250-080-02",2007,7
"41250-081-00",2000,2
"41250-082-00",2014,6
"41250-082-30",2014,6
"41250-084-01",2015,11
"41250-085-08",2004,8
"41250-086-01",2016,1
"41250-087-17",2014,3
"41250-088-14",2015,1
"41250-088-28",2015,1
"41250-088-56",2015,1
"41250-089-02",2005,9
"41250-090-05",2007,8
"41250-090-57",2011,4
"41250-091-26",2008,4
"41250-092-50",2016,5
"41250-094-23",2005,4
"41250-094-47",2005,4
"41250-094-68",2005,4
"41250-094-89",2005,4
"41250-095-20",2016,5
"41250-096-00",2014,5
"41250-096-30",2014,6
"41250-097-30",2014,6
"41250-098-53",2012,4
"41250-099-02",1995,8
"41250-100-25",2014,6
"41250-101-24",2010,9
"41250-102-01",2011,9
"41250-102-08",2011,9
"41250-104-75",2016,5
"41250-106-08",2011,5
"41250-107-62",2016,2
"41250-108-60",2015,2
"41250-109-36",2014,4
"41250-111-35",2013,5
"41250-111-36",2013,5
"41250-112-11",2013,5
"41250-113-30",2014,6
"41250-114-00",2014,5
"41250-114-30",2014,6
"41250-115-25",2014,6
"41250-115-50",2015,6
"41250-116-25",2014,6
"41250-117-01",2012,5
"41250-117-02",2012,5
"41250-117-03",2012,5
"41250-118-11",2014,11
"41250-118-15",2014,11
"41250-119-06",2016,8
"41250-119-10",2016,8
"41250-119-16",2016,8
"41250-119-32",2016,8
"41250-119-34",2016,8
"41250-119-38",2016,8
"41250-120-30",2014,6
"41250-120-60",2014,6
"41250-122-16",2016,8
"41250-122-34",2016,8
"41250-124-12",2006,8
"41250-124-77",2006,8
"41250-124-86",2006,8
"41250-125-50",2010,7
"41250-127-30",2014,3
"41250-128-18",2009,1
"41250-131-60",2014,9
"41250-135-54",2017,4
"41250-136-06",2015,4
"41250-137-06",2015,2
"41250-138-05",2014,11
"41250-141-65",2009,10
"41250-141-72",2009,10
"41250-142-64",2009,5
"41250-143-12",2014,4
"41250-144-89",2015,12
"41250-145-20",2017,4
"41250-146-01",2011,4
"41250-146-04",2011,4
"41250-148-03",1993,1
"41250-149-04",2017,10
"41250-150-02",2011,6
"41250-153-15",1995,2
"41250-153-35",1995,2
"41250-154-73",2004,10
"41250-158-60",2014,9
"41250-159-99",2011,1
"41250-160-09",2011,1
"41250-161-10",2011,8
"41250-161-16",2011,8
"41250-162-08",2014,1
"41250-164-06",2014,5
"41250-165-22",2003,6
"41250-165-52",2003,6
"41250-166-08",2011,6
"41250-167-08",2010,10
"41250-168-50",2017,10
"41250-170-96",2005,2
"41250-171-25",2017,10
"41250-173-08",2010,7
"41250-177-08",2011,11
"41250-177-32",2011,11
"41250-179-80",1994,5
"41250-179-82",2017,6
"41250-185-08",2011,10
"41250-186-08",2011,11
"41250-187-08",2011,11
"41250-188-16",2014,3
"41250-190-05",2009,9
"41250-191-25",2016,5
"41250-193-40",2014,4
"41250-194-02",2006,9
"41250-194-71",2006,9
"41250-198-16",2010,7
"41250-198-18",2010,7
"41250-198-30",2010,7
"41250-198-40",2010,7
"41250-198-80",2010,7
"41250-199-00",2010,6
"41250-200-09",2011,1
"41250-201-03",2010,1
"41250-201-05",2010,1
"41250-202-30",2011,4
"41250-204-20",2006,4
"41250-204-69",2006,4
"41250-205-90",2004,10
"41250-206-29",2011,6
"41250-206-96",2005,1
"41250-209-06",2017,2
"41250-209-78",2017,2
"41250-213-44",2002,7
"41250-214-05",2013,6
"41250-215-05",2013,6
"41250-216-06",2012,3
"41250-218-30",2017,10
"41250-220-06",2011,8
"41250-223-08",2010,2
"41250-223-32",2010,2
"41250-224-01",2003,4
"41250-224-53",2003,3
"41250-224-67",2004,2
"41250-224-80",2003,4
"41250-226-26",2011,9
"41250-227-71",2005,9
"41250-227-78",2005,9
"41250-228-14",2012,3
"41250-229-10",2013,7
"41250-236-32",2014,2
"41250-236-64",2014,2
"41250-236-96",2014,2
"41250-238-40",2016,8
"41250-239-12",2016,4
"41250-239-79",2016,3
"41250-240-26",2016,9
"41250-241-09",2012,3
"41250-242-71",2012,3
"41250-243-24",2012,1
"41250-245-48",2014,4
"41250-247-62",2013,1
"41250-248-10",2014,3
"41250-248-20",2014,3
"41250-248-50",2014,3
"41250-255-10",2004,4
"41250-264-56",2014,2
"41250-266-24",2014,6
"41250-272-62",2007,1
"41250-273-02",2014,11
"41250-274-08",1996,11
"41250-275-02",2014,11
"41250-278-08",2016,2
"41250-279-62",2014,10
"41250-279-67",2014,10
"41250-280-34",2014,7
"41250-281-15",2002,5
"41250-281-35",2002,5
"41250-284-71",2016,1
"41250-291-26",1996,8
"41250-294-01",2012,3
"41250-294-03",2012,8
"41250-294-04",2012,3
"41250-296-34",2012,7
"41250-299-53",1988,7
"41250-299-62",1988,7
"41250-301-05",2015,5
"41250-302-01",2014,1
"41250-303-01",2016,1
"41250-304-10",1991,12
"41250-305-02",1993,8
"41250-306-02",2009,10
"41250-306-03",2009,10
"41250-306-04",2011,5
"41250-308-62",1993,2
"41250-309-15",2004,8
"41250-311-15",2005,10
"41250-311-35",2005,10
"41250-313-01",2004,5
"41250-313-82",2004,5
"41250-314-14",2011,6
"41250-315-13",2011,6
"41250-318-12",1990,7
"41250-318-69",1990,7
"41250-318-77",1990,7
"41250-318-86",1990,7
"41250-320-02",2011,8
"41250-321-63",2008,8
"41250-321-71",2008,8
"41250-325-55",2016,7
"41250-325-66",2016,7
"41250-329-08",1990,3
"41250-329-12",1990,3
"41250-329-22",1990,3
"41250-329-51",1990,3
"41250-330-62",2013,1
"41250-332-35",1992,8
"41250-332-40",1992,8
"41250-333-02",1991,8
"41250-334-08",2008,3
"41250-334-12",2008,3
"41250-334-15",2008,3
"41250-334-98",2008,3
"41250-335-38",2011,9
"41250-335-40",2011,9
"41250-335-43",2011,9
"41250-336-06",2015,2
"41250-337-62",2014,3
"41250-338-28",2015,1
"41250-340-40",1990,8
"41250-341-15",2015,11
"41250-344-05",2009,10
"41250-344-10",2010,3
"41250-344-11",2010,4
"41250-345-28",2015,1
"41250-352-76",2009,8
"41250-352-78",2007,9
"41250-357-15",2014,12
"41250-365-76",2013,4
"41250-365-78",2011,12
"41250-367-08",2000,6
"41250-367-12",2000,6
"41250-368-71",1997,1
"41250-368-76",1997,1
"41250-368-78",1997,1
"41250-368-79",1997,1
"41250-370-16",1992,4
"41250-370-34",1992,4
"41250-370-45",1992,4
"41250-371-12",2014,6
"41250-371-30",2014,6
"41250-374-71",2002,4
"41250-374-78",2002,4
"41250-374-82",2002,4
"41250-374-85",2002,4
"41250-379-26",1987,11
"41250-379-34",1987,11
"41250-380-38",2014,5
"41250-381-73",2017,7
"41250-384-21",2012,8
"41250-384-28",2013,7
"41250-388-10",2002,9
"41250-390-10",2002,4
"41250-401-03",2015,3
"41250-404-12",2006,2
"41250-407-01",2013,4
"41250-408-02",1995,8
"41250-408-03",1995,8
"41250-410-02",2007,3
"41250-412-26",2012,5
"41250-413-27",2015,4
"41250-416-78",1987,7
"41250-416-87",1987,7
"41250-416-90",1987,7
"41250-417-01",2013,8
"41250-419-26",2014,4
"41250-419-34",2014,4
"41250-422-25",2005,1
"41250-422-29",2011,6
"41250-422-96",2005,1
"41250-423-40",2001,10
"41250-424-05",2010,1
"41250-426-54",2008,1
"41250-429-62",2016,9
"41250-432-62",1991,2
"41250-432-67",1995,11
"41250-432-80",1997,8
"41250-433-58",2017,10
"41250-434-86",2014,2
"41250-435-45",2015,9
"41250-437-71",1992,6
"41250-437-78",1992,6
"41250-441-64",1997,2
"41250-442-76",2013,4
"41250-442-78",2011,12
"41250-443-01",2017,1
"41250-444-52",2012,4
"41250-444-60",2012,4
"41250-447-01",2005,2
"41250-449-08",2005,1
"41250-450-08",2005,2
"41250-452-01",2004,12
"41250-453-34",2014,7
"41250-456-06",2007,10
"41250-456-60",2014,6
"41250-456-70",2011,6
"41250-456-76",2007,11
"41250-456-78",2006,10
"41250-458-39",2008,12
"41250-458-58",2014,2
"41250-458-66",2008,1
"41250-458-75",2008,8
"41250-458-87",2008,8
"41250-458-95",2008,8
"41250-459-38",2011,9
"41250-459-40",2011,9
"41250-459-43",2011,9
"41250-460-62",2014,6
"41250-461-62",2004,5
"41250-463-04",2017,1
"41250-464-08",2005,6
"41250-465-08",2007,2
"41250-467-08",1992,8
"41250-468-80",1996,11
"41250-468-82",2004,5
"41250-471-24",2016,3
"41250-473-38",2007,8
"41250-473-40",2007,8
"41250-475-26",2015,12
"41250-475-34",2015,12
"41250-477-71",2014,3
"41250-477-76",2014,3
"41250-477-78",2014,3
"41250-477-79",2014,3
"41250-478-47",1994,5
"41250-479-62",1991,9
"41250-479-67",1998,3
"41250-479-78",1993,5
"41250-480-24",2014,10
"41250-481-01",2015,10
"41250-481-24",2015,10
"41250-484-62",2017,6
"41250-484-71",1987,8
"41250-484-76",1992,3
"41250-484-78",1992,10
"41250-484-82",1992,10
"41250-484-90",1992,3
"41250-485-47",1994,5
"41250-486-78",2015,1
"41250-487-21",2016,3
"41250-487-72",2016,3
"41250-489-80",2000,7
"41250-489-82",2004,5
"41250-490-71",1997,5
"41250-490-78",1997,5
"41250-491-09",2005,3
"41250-492-24",2016,3
"41250-492-48",2016,3
"41250-494-28",2015,3
"41250-497-90",2017,3
"41250-498-58",2013,3
"41250-498-60",2013,3
"41250-498-78",2013,3
"41250-499-01",2006,2
"41250-500-02",1995,12
"41250-500-03",1995,12
"41250-501-02",2012,3
"41250-502-26",2014,10
"41250-504-02",2012,3
"41250-505-01",2012,3
"41250-507-34",2014,7
"41250-510-06",2017,2
"41250-510-78",2017,2
"41250-511-08",2014,7
"41250-512-59",2014,2
"41250-513-24",2007,8
"41250-515-05",2007,8
"41250-519-12",2004,5
"41250-519-20",2004,5
"41250-519-54",2004,5
"41250-520-24",2016,8
"41250-521-62",2009,5
"41250-523-39",2017,7
"41250-527-31",2007,8
"41250-528-80",1995,11
"41250-532-06",2007,5
"41250-532-60",2014,6
"41250-532-70",2011,6
"41250-532-76",2007,9
"41250-532-78",2006,10
"41250-533-11",2005,12
"41250-536-64",2015,4
"41250-541-78",2017,7
"41250-543-09",2007,6
"41250-544-78",2005,3
"41250-544-83",2017,5
"41250-544-85",2005,4
"41250-546-63",2008,8
"41250-546-71",2008,8
"41250-547-72",2007,1
"41250-548-62",2013,12
"41250-551-38",2009,5
"41250-554-26",2014,2
"41250-554-34",2014,2
"41250-556-10",2007,12
"41250-556-31",2007,12
"41250-558-03",2011,8
"41250-565-62",2012,12
"41250-568-24",2016,3
"41250-572-12",2009,2
"41250-572-15",2009,2
"41250-575-25",2017,12
"41250-576-86",2015,2
"41250-580-72",2014,6
"41250-581-86",2016,10
"41250-582-30",2015,2
"41250-582-70",2015,2
"41250-583-08",2017,3
"41250-588-40",2005,10
"41250-589-68",2014,6
"41250-589-96",2014,6
"41250-590-10",1993,7
"41250-590-16",1993,7
"41250-595-23",1995,3
"41250-596-96",2014,10
"41250-597-02",2013,12
"41250-599-44",2011,4
"41250-600-14",2011,5
"41250-600-32",2011,5
"41250-600-98",2011,5
"41250-601-02",2015,7
"41250-601-12",2015,1
"41250-602-07",2013,4
"41250-602-43",2013,4
"41250-602-80",2013,4
"41250-603-40",2013,12
"41250-604-62",1988,2
"41250-604-71",1988,2
"41250-604-76",1988,2
"41250-604-78",1988,2
"41250-604-82",1988,2
"41250-604-90",1988,2
"41250-604-93",1988,2
"41250-605-34",2014,7
"41250-606-16",2016,3
"41250-611-78",2017,7
"41250-612-03",2013,10
"41250-612-39",2007,6
"41250-612-49",2014,2
"41250-612-76",2007,6
"41250-612-87",2007,4
"41250-613-78",2017,7
"41250-613-82",2017,7
"41250-616-01",2013,4
"41250-617-15",2014,12
"41250-619-40",2006,5
"41250-620-08",2014,3
"41250-621-16",2016,2
"41250-622-16",2010,3
"41250-622-64",2010,3
"41250-626-26",2017,7
"41250-630-12",2014,3
"41250-631-26",1998,5
"41250-631-34",1998,5
"41250-634-01",2016,5
"41250-634-02",2016,5
"41250-634-03",2016,5
"41250-641-45",2014,6
"41250-641-96",2014,6
"41250-645-26",2012,5
"41250-647-71",1988,11
"41250-647-78",1991,9
"41250-647-90",1994,9
"41250-648-10",2003,3
"41250-650-26",2013,12
"41250-651-01",2013,6
"41250-652-90",2017,7
"41250-656-38",2006,8
"41250-656-40",2008,8
"41250-657-72",2002,5
"41250-660-26",2002,3
"41250-663-05",2014,11
"41250-664-12",1993,8
"41250-664-13",1993,8
"41250-664-19",1993,8
"41250-664-44",1993,8
"41250-664-69",1993,8
"41250-664-77",1993,8
"41250-664-86",1993,8
"41250-666-34",2005,10
"41250-667-38",1989,8
"41250-668-30",2003,3
"41250-668-38",2003,3
"41250-668-40",2003,3
"41250-673-57",2015,3
"41250-677-94",2004,12
"41250-680-71",2014,3
"41250-680-78",2014,3
"41250-685-26",2008,9
"41250-685-34",2008,9
"41250-688-05",2003,8
"41250-690-71",2016,1
"41250-693-38",1993,9
"41250-695-90",2017,3
"41250-700-05",2009,9
"41250-701-25",2010,5
"41250-702-02",2016,6
"41250-703-45",2010,5
"41250-704-34",2014,7
"41250-706-21",2010,5
"41250-717-01",2013,4
"41250-719-58",2017,8
"41250-720-34",2011,8
"41250-721-39",2017,7
"41250-722-39",2014,12
"41250-724-52",2004,11
"41250-724-69",2004,11
"41250-725-94",2014,12
"41250-730-26",2017,7
"41250-733-02",2012,10
"41250-734-02",2013,1
"41250-735-30",2016,7
"41250-735-55",2016,7
"41250-735-66",2016,7
"41250-737-45",2010,6
"41250-751-71",2012,2
"41250-751-78",2012,2
"41250-751-82",2012,2
"41250-760-60",2015,7
"41250-763-40",2013,12
"41250-763-50",2013,12
"41250-766-10",2011,11
"41250-766-16",2011,11
"41250-770-65",2013,6
"41250-772-48",2016,3
"41250-775-34",2013,6
"41250-778-10",2017,10
"41250-780-08",2011,4
"41250-780-12",2014,11
"41250-782-42",2016,12
"41250-784-01",2014,12
"41250-784-30",2014,12
"41250-784-90",2014,12
"41250-785-60",2015,12
"41250-791-15",2015,1
"41250-792-15",2015,1
"41250-798-30",2009,12
"41250-801-78",2017,7
"41250-801-82",2017,7
"41250-802-62",2017,3
"41250-802-78",2017,3
"41250-803-09",2013,12
"41250-804-43",2013,11
"41250-804-45",2013,11
"41250-806-03",2017,7
"41250-808-96",2013,6
"41250-811-40",2015,7
"41250-816-15",2013,6
"41250-817-10",1996,12
"41250-821-57",2017,2
"41250-822-43",1996,3
"41250-825-29",2000,2
"41250-826-86",2009,5
"41250-827-11",2013,5
"41250-831-43",2004,12
"41250-835-33",2014,11
"41250-836-15",2013,12
"41250-837-71",1996,8
"41250-839-26",2014,9
"41250-840-22",2015,8
"41250-849-62",2017,3
"41250-850-08",2005,2
"41250-852-01",2013,12
"41250-852-02",2013,8
"41250-852-71",2013,8
"41250-854-76",2009,8
"41250-854-78",2007,9
"41250-855-86",2014,2
"41250-862-08",2005,6
"41250-866-26",2007,8
"41250-866-34",2007,8
"41250-870-01",2014,1
"41250-871-43",1989,7
"41250-871-45",1989,7
"41250-872-40",2012,10
"41250-873-05",2009,10
"41250-873-10",2010,3
"41250-873-11",2010,5
"41250-875-08",1993,4
"41250-876-72",2017,5
"41250-877-08",2015,8
"41250-881-23",2017,5
"41250-882-10",1999,2
"41250-884-26",2011,1
"41250-897-26",1999,1
"41250-897-34",2004,1
"41250-898-56",2015,2
"41250-899-28",2015,3
"41250-900-01",2017,9
"41250-900-02",2017,9
"41250-900-03",2017,9
"41250-901-72",2017,6
"41250-906-26",2006,8
"41250-906-34",2006,8
"41250-907-60",2017,6
"41250-910-34",2014,10
"41250-911-26",2002,3
"41250-912-28",2016,3
"41250-913-26",2007,10
"41250-915-01",2008,2
"41250-915-02",2008,2
"41250-915-03",2008,2
"41250-915-30",2008,2
"41250-915-55",2008,2
"41250-915-74",2008,2
"41250-920-27",2016,3
"41250-927-11",2013,5
"41250-931-15",2013,7
"41250-931-35",2013,7
"41250-933-01",2016,11
"41250-933-02",2016,11
"41250-933-03",2016,11
"41250-939-03",2017,7
"41250-940-28",2015,1
"41250-940-57",2015,1
"41250-941-15",2014,12
"41250-942-45",2014,4
"41250-942-96",2014,4
"41250-943-14",2015,1
"41250-944-24",2008,2
"41250-946-10",2011,8
"41250-946-16",2011,8
"41250-947-06",2009,5
"41250-948-08",2005,1
"41250-949-35",2004,10
"41250-949-40",2004,10
"41250-950-02",2011,9
"41250-952-15",1997,9
"41250-952-35",1997,9
"41250-953-07",2005,1
"41250-953-23",2005,1
"41250-957-02",2013,1
"41250-958-21",2013,7
"41250-958-28",2013,7
"41250-962-45",2013,6
"41250-962-96",2013,6
"41250-966-47",2007,9
"41250-968-08",2015,1
"41250-969-09",2005,10
"41250-970-01",2014,10
"41250-970-24",2014,10
"41250-971-86",2013,2
"41250-972-05",2017,7
"41250-974-26",2008,4
"41250-974-34",2008,4
"41250-975-47",1995,4
"41250-982-00",2016,10
"41250-983-73",2017,7
"41250-987-26",2006,8
"41250-987-34",2006,8
"41250-991-03",1988,5
"41250-992-26",2017,7
"41250-993-12",2002,4
"41250-993-20",2002,4
"41250-993-91",2002,4
"41250-998-16",2016,8
"41250-999-08",2010,2
"41268-041-30",2006,6
"41268-041-38",2006,6
"41268-302-34",1995,6
"41268-302-43",1995,6
"41268-600-40",2017,12
"41391-119-11",2009,1
"41391-119-12",2009,1
"41391-119-13",2009,1
"41391-119-19",2009,1
"41391-120-16",2015,2
"41391-120-19",2015,2
"41415-001-30",2013,7
"41415-002-30",2013,7
"41415-003-30",2013,7
"41415-004-25",2012,6
"41415-005-25",2013,6
"41415-006-25",2015,9
"41415-046-75",2005,9
"41415-047-75",1995,8
"41415-048-75",1989,10
"41415-049-75",1995,12
"41415-050-75",2012,3
"41415-051-75",2006,5
"41415-056-75",1993,8
"41415-076-75",2012,3
"41415-110-18",2017,11
"41415-120-02",2016,11
"41415-124-30",2017,6
"41415-210-86",2001,5
"41415-325-98",2017,10
"41477-420-69",2014,1
"41499-105-01",2010,5
"41499-105-02",2010,5
"41499-105-03",2010,5
"41499-106-01",2009,12
"41499-106-02",2009,12
"41499-107-01",2009,12
"41499-107-02",2009,12
"41499-122-01",2010,5
"41499-123-01",2010,5
"41499-124-01",2011,7
"41499-124-02",2011,7
"41499-124-03",2011,7
"41499-124-04",2011,7
"41499-124-05",2011,7
"41499-125-01",2011,7
"41499-125-02",2011,7
"41499-125-03",2011,7
"41499-125-04",2011,7
"41499-125-05",2011,7
"41520-001-26",2009,8
"41520-003-87",2009,1
"41520-004-53",2014,12
"41520-005-11",2012,8
"41520-005-35",2012,8
"41520-006-02",2017,10
"41520-006-08",2017,10
"41520-006-32",2017,9
"41520-007-01",2016,6
"41520-007-02",2016,6
"41520-009-30",2016,6
"41520-011-30",2016,6
"41520-012-24",2014,6
"41520-013-39",2012,8
"41520-015-25",2016,6
"41520-016-01",1995,12
"41520-017-26",2010,8
"41520-019-25",2010,9
"41520-020-25",2016,6
"41520-021-70",2016,6
"41520-022-01",2013,3
"41520-023-26",2016,4
"41520-024-62",2016,9
"41520-026-30",2016,6
"41520-028-56",2016,9
"41520-029-18",2016,6
"41520-030-18",2014,6
"41520-031-36",2016,6
"41520-032-34",2017,9
"41520-033-64",2016,5
"41520-034-06",2015,6
"41520-034-12",2015,6
"41520-035-36",2016,6
"41520-036-06",2014,10
"41520-037-06",2014,10
"41520-038-00",2016,6
"41520-039-00",2016,6
"41520-040-00",2016,6
"41520-041-30",2010,12
"41520-042-07",2017,5
"41520-042-08",2015,5
"41520-043-18",2016,6
"41520-044-25",2016,6
"41520-045-25",2016,6
"41520-048-50",2016,6
"41520-050-27",2009,2
"41520-050-48",2009,3
"41520-050-58",2009,2
"41520-050-60",2009,2
"41520-050-82",2017,9
"41520-051-16",2014,3
"41520-052-53",2014,1
"41520-053-12",2016,6
"41520-054-52",2004,5
"41520-054-60",2004,5
"41520-055-07",2015,5
"41520-055-43",2015,5
"41520-056-02",2017,9
"41520-056-08",2017,9
"41520-057-05",2004,5
"41520-058-02",2017,9
"41520-058-08",2017,9
"41520-059-02",2017,9
"41520-059-08",2017,9
"41520-059-15",2017,10
"41520-059-32",2018,2
"41520-061-26",2004,4
"41520-061-28",2004,4
"41520-062-60",2015,6
"41520-063-30",2013,2
"41520-064-71",2016,7
"41520-064-76",2016,7
"41520-064-78",2016,7
"41520-064-90",2016,7
"41520-065-10",2004,6
"41520-065-72",2005,3
"41520-066-21",2018,1
"41520-068-24",2016,7
"41520-069-27",1992,7
"41520-069-54",1992,7
"41520-070-15",2006,8
"41520-071-24",2015,10
"41520-074-71",2006,5
"41520-075-20",2014,10
"41520-075-80",2014,10
"41520-076-01",2012,3
"41520-079-03",2017,4
"41520-079-07",2017,4
"41520-079-08",2014,2
"41520-080-02",2007,7
"41520-082-53",2017,12
"41520-084-34",2016,4
"41520-084-40",2016,4
"41520-085-08",2004,8
"41520-086-04",2017,12
"41520-087-46",2017,12
"41520-088-46",2012,1
"41520-091-62",2016,7
"41520-092-08",2010,2
"41520-093-40",2012,5
"41520-099-16",2012,11
"41520-101-16",2012,10
"41520-103-18",2010,7
"41520-104-08",2014,2
"41520-106-08",2014,2
"41520-107-08",2014,2
"41520-108-10",2016,8
"41520-109-26",2015,10
"41520-110-06",2006,12
"41520-110-58",2006,12
"41520-110-60",2006,12
"41520-110-78",2006,12
"41520-111-19",2011,1
"41520-115-10",2010,7
"41520-115-20",2010,7
"41520-115-25",2010,7
"41520-116-08",2013,10
"41520-117-01",2012,5
"41520-117-02",2012,5
"41520-117-03",2012,5
"41520-118-08",2013,10
"41520-119-08",2013,10
"41520-120-30",2010,7
"41520-121-08",2013,10
"41520-123-08",2014,2
"41520-125-08",2014,2
"41520-127-71",2017,7
"41520-127-78",2017,4
"41520-129-14",2010,9
"41520-131-08",2017,7
"41520-138-05",2011,9
"41520-140-82",2008,9
"41520-141-65",2009,10
"41520-141-72",2009,10
"41520-142-24",2010,8
"41520-143-26",2011,2
"41520-143-28",2011,2
"41520-145-01",2013,8
"41520-153-15",1995,2
"41520-153-35",1995,2
"41520-154-00",2014,4
"41520-157-78",1996,2
"41520-157-87",1996,2
"41520-157-90",1996,2
"41520-160-53",2013,1
"41520-161-08",2011,5
"41520-162-45",2017,12
"41520-163-86",2005,9
"41520-164-14",2017,12
"41520-165-08",2011,5
"41520-166-26",2004,4
"41520-166-28",2013,8
"41520-169-08",2011,5
"41520-170-08",2011,1
"41520-170-24",2011,10
"41520-171-08",2011,1
"41520-173-24",2007,9
"41520-173-62",2007,9
"41520-175-26",2004,4
"41520-175-28",2004,4
"41520-176-06",2014,6
"41520-178-15",2014,2
"41520-178-16",2017,4
"41520-179-80",2004,3
"41520-180-01",2013,2
"41520-182-60",2010,7
"41520-187-71",2003,11
"41520-187-78",2003,11
"41520-188-16",2014,7
"41520-189-26",2013,12
"41520-190-08",2012,9
"41520-191-08",2012,9
"41520-192-08",2012,9
"41520-193-08",2012,9
"41520-195-18",2013,3
"41520-195-20",2013,3
"41520-195-40",2013,3
"41520-195-80",2013,3
"41520-196-08",2013,2
