"NDC","YEAR","MONTH"
"49972-004-10",2007,10
"49972-004-11",2007,10
"49972-004-12",2007,10
"49972-004-13",2007,10
"49972-004-14",2007,10
"49972-004-15",2007,10
"49972-004-16",2007,10
"49972-004-17",2007,10
"49972-004-18",2007,10
"49972-004-19",2007,10
"49972-004-20",2007,10
"49972-008-01",2007,10
"49972-008-02",2007,10
"49972-008-03",2007,10
"49972-008-04",2007,10
"49972-008-05",2007,10
"49972-008-06",2007,10
"49972-008-07",2007,10
"49972-008-08",2007,10
"49972-008-09",2007,10
"49972-008-10",2007,10
"49972-008-11",2007,10
"49972-008-12",2007,10
"49972-009-01",2007,8
"49972-009-02",2007,8
"49972-009-03",2007,8
"49972-009-04",2007,8
"49972-009-05",2007,8
"49972-009-06",2007,8
"49972-010-01",2005,10
"49972-010-02",2005,10
"49972-010-03",2005,10
"49972-010-04",2005,10
"49972-010-05",2005,10
"49972-010-06",2005,10
"49973-011-04",2015,11
"49973-244-02",2017,12
"49973-244-12",2012,5
"49973-244-24",2012,5
"49973-245-12",2014,3
"49973-245-24",2014,3
"49973-246-12",2015,2
"49973-246-24",2015,2
"49973-301-30",2012,5
"49973-301-31",2012,5
"49973-301-32",2017,11
"49973-760-12",2014,2
"49973-760-24",2014,2
"49973-760-30",2014,2
"49973-760-32",2014,2
"49973-761-30",2014,11
"49980-001-01",2013,8
"49980-003-01",2014,4
"49981-001-01",2009,11
"49981-002-01",2009,11
"49981-003-01",2009,11
"49981-004-01",2009,11
"49981-005-01",2009,11
"49981-007-01",2009,12
"49981-008-01",2009,12
"49981-009-01",2009,12
"49981-010-01",2009,12
"49981-011-01",2009,12
"49981-012-01",2009,12
"49981-013-01",2009,12
"49981-014-01",2009,12
"49981-016-01",2009,12
"49981-017-01",2009,12
"49981-018-01",2010,7
"49981-019-01",2010,7
"49981-020-01",2010,7
"49981-021-01",2010,7
"49981-022-01",2010,8
"49981-023-01",2010,8
"49989-515-27",2010,3
"49993-860-09",2012,6
"49993-861-09",2012,6
"49999-002-40",2007,4
"49999-003-15",2007,5
"49999-003-20",2007,5
"49999-003-30",2007,5
"49999-011-21",2015,11
"49999-016-30",2005,9
"49999-016-40",2005,9
"49999-021-20",2006,2
"49999-039-90",2010,4
"49999-057-90",2016,3
"49999-058-60",1996,5
"49999-058-90",1996,5
"49999-059-06",1978,7
"49999-066-90",2011,5
"49999-068-30",1997,1
"49999-074-07",1994,1
"49999-074-10",1994,1
"49999-074-14",1994,1
"49999-074-30",1994,1
"49999-074-60",1994,1
"49999-075-90",2009,9
"49999-078-30",2017,8
"49999-081-60",2011,11
"49999-081-90",2011,11
"49999-090-90",2010,10
"49999-104-90",2010,5
"49999-108-30",1995,4
"49999-108-60",1995,4
"49999-108-90",1995,4
"49999-122-10",2017,11
"49999-139-01",1976,4
"49999-140-00",1995,7
"49999-141-05",1996,2
"49999-143-20",1973,11
"49999-144-15",1994,12
"49999-151-30",2010,10
"49999-153-60",2012,2
"49999-153-90",2012,2
"49999-168-50",2007,3
"49999-172-15",1984,6
"49999-178-30",1991,9
"49999-178-60",1991,9
"49999-178-90",1991,9
"49999-180-30",2002,7
"49999-181-30",2003,1
"49999-182-90",2012,3
"49999-206-30",2000,10
"49999-206-90",2000,10
"49999-215-90",2011,1
"49999-216-15",2003,3
"49999-227-60",2009,7
"49999-227-90",2009,7
"49999-231-30",2006,3
"49999-231-35",2006,3
"49999-231-40",2017,1
"49999-237-30",2003,3
"49999-237-60",2003,3
"49999-241-04",2010,8
"49999-265-01",2013,11
"49999-265-14",2013,11
"49999-268-15",1990,9
"49999-283-30",2003,10
"49999-286-30",2017,3
"49999-293-30",2001,12
"49999-293-60",2001,12
"49999-293-90",2001,12
"49999-301-30",1999,6
"49999-324-30",1987,2
"49999-343-90",2014,1
"49999-349-30",2004,2
"49999-349-60",2004,2
"49999-357-90",2005,11
"49999-381-90",2010,10
"49999-419-30",2005,11
"49999-471-90",2007,11
"49999-476-30",2007,6
"49999-476-60",2007,6
"49999-476-90",2007,6
"49999-504-30",1991,12
"49999-505-30",2010,10
"49999-505-60",2010,10
"49999-505-90",2010,10
"49999-542-30",1998,7
"49999-542-60",1998,7
"49999-542-90",1998,7
"49999-552-20",2014,1
"49999-555-14",2012,3
"49999-555-30",2014,11
"49999-568-01",2011,11
"49999-574-01",2006,12
"49999-574-30",2006,12
"49999-575-60",2004,1
"49999-575-90",2004,1
"49999-610-04",2006,10
"49999-616-90",2013,3
"49999-620-60",2010,11
"49999-629-60",2009,8
"49999-631-30",2007,4
"49999-631-60",2007,4
"49999-636-30",2010,7
"49999-654-90",2011,11
"49999-693-90",2011,12
"49999-699-05",2005,1
"49999-701-20",1996,7
"49999-701-30",1996,7
"49999-740-30",2004,8
"49999-740-90",2004,8
"49999-758-30",1993,7
"49999-758-60",1993,7
"49999-772-90",2005,8
"49999-797-30",2002,3
"49999-799-30",2010,12
"49999-800-32",2004,4
"49999-811-30",2009,8
"49999-820-30",2004,6
"49999-820-60",2004,6
"49999-820-90",2004,6
"49999-823-30",2009,7
"49999-828-30",2007,4
"49999-846-90",2010,8
"49999-852-40",2010,6
"49999-856-60",1995,12
"49999-857-00",2010,8
"49999-857-90",2010,8
"49999-869-15",2010,9
"49999-870-30",2007,2
"49999-870-60",2007,2
"49999-870-90",2007,2
"49999-876-00",1976,8
"49999-876-30",1976,8
"49999-904-30",2010,11
"49999-906-60",2010,9
"49999-907-67",2001,10
"49999-914-01",2010,11
"49999-914-30",2010,11
"49999-918-30",2000,2
"49999-918-60",2000,2
"49999-924-30",2006,9
"49999-924-60",2006,9
"49999-924-90",2006,9
"49999-928-01",2007,4
"49999-937-30",1997,6
"49999-983-00",2007,6
"50001-111-10",2009,12
"50001-111-50",2009,12
"50001-121-50",2010,8
"50001-131-50",2010,8
"50014-100-10",2009,12
"50014-100-16",2009,12
"50014-100-20",2009,12
"50014-100-25",2009,12
"50014-100-30",2009,12
"50014-100-40",2009,12
"50017-022-04",2013,4
"50017-023-04",2013,4
"50017-026-04",2013,4
"50017-027-04",2013,4
"50021-065-01",2011,1
"50021-065-02",2011,1
"50021-065-03",2011,1
"50021-065-04",2011,1
"50021-065-05",2011,1
"50021-065-06",2011,1
"50021-065-07",2011,1
"50021-080-08",2011,1
"50021-080-09",2011,1
"50036-514-05",2009,11
"50036-515-80",2010,7
"50036-571-05",1998,10
"50061-001-08",2009,12
"50061-381-04",2014,6
"50061-412-04",2014,12
"50063-001-01",2007,1
"50063-001-02",2007,1
"50063-001-03",2007,1
"50063-001-04",2007,1
"50063-001-05",2007,1
"50063-001-06",2007,1
"50063-001-07",2007,1
"50063-001-08",2007,1
"50063-001-09",2007,1
"50063-001-10",2007,1
"50063-001-11",2007,1
"50063-001-12",2007,1
"50063-002-01",2013,1
"50063-002-02",2013,1
"50063-002-03",2013,1
"50063-002-04",2013,1
"50063-002-05",2013,1
"50063-002-06",2013,1
"50063-004-01",2007,1
"50063-004-02",2007,1
"50063-004-03",2007,1
"50063-004-04",2007,1
"50063-004-05",2007,1
"50063-004-06",2007,1
"50063-004-07",2007,1
"50066-001-01",2013,12
"50066-002-01",2013,12
"50066-057-73",2013,12
"50066-070-03",2005,3
"50066-080-02",2007,7
"50066-161-51",2012,5
"50066-247-24",2015,4
"50066-267-24",2015,4
"50066-285-05",2015,1
"50066-356-09",2015,1
"50066-357-09",2015,1
"50066-374-40",2015,4
"50066-400-01",2015,7
"50066-500-03",2016,2
"50066-501-03",2015,12
"50066-504-24",2012,5
"50066-516-25",2016,12
"50066-517-25",2016,12
"50066-519-24",2016,5
"50066-525-24",2016,5
"50066-533-24",2013,9
"50066-536-24",2014,6
"50066-540-25",2016,6
"50066-601-02",2015,3
"50066-603-03",2016,5
"50066-604-03",2016,5
"50066-915-01",2016,7
"50066-915-03",2016,7
"50066-916-18",2017,11
"50066-917-18",2017,11
"50066-918-24",2017,11
"50078-101-15",2009,12
"50078-201-15",2009,12
"50090-0002-4",2014,11
"50090-0002-8",2014,11
"50090-0003-1",2014,11
"50090-0003-3",2014,11
"50090-0003-5",2014,11
"50090-0004-1",2014,11
"50090-0004-3",2014,11
"50090-0004-5",2014,11
"50090-0005-0",2014,11
"50090-0006-2",2014,11
"50090-0015-0",2014,11
"50090-0015-2",2014,11
"50090-0015-3",2014,11
"50090-0015-5",2014,11
"50090-0015-7",2014,11
"50090-0019-0",2014,11
"50090-0022-0",2014,11
"50090-0022-6",2014,11
"50090-0023-0",2014,11
"50090-0023-1",2014,11
"50090-0023-2",2014,11
"50090-0023-3",2014,11
"50090-0023-5",2014,11
"50090-0023-6",2014,11
"50090-0023-8",2014,11
"50090-0025-3",2014,11
"50090-0026-4",2016,9
"50090-0029-2",2014,11
"50090-0030-0",2014,11
"50090-0030-1",2014,11
"50090-0030-6",2014,11
"50090-0030-7",2014,11
"50090-0030-8",2014,11
"50090-0031-0",2014,11
"50090-0031-1",2014,11
"50090-0031-4",2014,11
"50090-0031-8",2014,11
"50090-0034-0",2014,11
"50090-0035-0",2014,11
"50090-0039-0",2014,11
"50090-0039-1",2014,11
"50090-0039-2",2014,11
"50090-0040-0",2014,11
"50090-0042-3",2014,11
"50090-0042-4",2014,11
"50090-0045-0",2014,11
"50090-0045-1",2014,11
"50090-0045-3",2014,11
"50090-0046-0",2014,11
"50090-0046-1",2014,11
"50090-0050-0",2014,11
"50090-0050-1",2014,11
"50090-0050-3",2014,11
"50090-0050-5",2014,11
"50090-0052-1",2014,11
"50090-0052-3",2014,11
"50090-0052-7",2014,11
"50090-0055-0",2014,11
"50090-0060-0",2014,11
"50090-0066-0",2014,11
"50090-0072-8",2017,9
"50090-0079-0",2014,11
"50090-0079-1",2014,11
"50090-0079-2",2014,11
"50090-0079-3",2014,11
"50090-0079-5",2014,11
"50090-0079-6",2014,11
"50090-0079-7",2014,11
"50090-0079-8",2014,11
"50090-0080-1",2014,11
"50090-0081-0",2014,11
"50090-0086-3",2014,11
"50090-0088-4",2014,11
"50090-0089-0",2014,11
"50090-0092-0",2014,11
"50090-0095-0",2014,11
"50090-0095-1",2014,11
"50090-0095-3",2014,11
"50090-0095-4",2014,11
"50090-0095-7",2014,11
"50090-0096-4",2014,11
"50090-0097-0",2016,6
"50090-0097-1",2014,11
"50090-0097-2",2014,11
"50090-0097-4",2014,11
"50090-0097-5",2014,11
"50090-0097-8",2014,11
"50090-0099-1",2014,11
"50090-0099-2",2014,11
"50090-0099-3",2014,11
"50090-0099-5",2014,11
"50090-0099-9",2014,11
"50090-0100-0",2014,11
"50090-0100-1",2014,11
"50090-0100-2",2014,11
"50090-0100-5",2014,11
"50090-0100-6",2014,11
"50090-0100-7",2014,11
"50090-0101-0",2014,11
"50090-0102-0",2016,6
"50090-0105-7",2014,11
"50090-0106-0",2014,11
"50090-0106-1",2014,11
"50090-0106-4",2014,11
"50090-0107-0",2014,11
"50090-0111-0",2014,11
"50090-0120-0",2014,11
"50090-0121-0",2014,11
"50090-0122-0",2014,11
"50090-0122-3",2014,11
"50090-0127-1",2014,11
"50090-0130-2",2014,11
"50090-0130-8",2014,11
"50090-0131-0",2014,11
"50090-0132-0",2014,11
"50090-0133-0",2014,11
"50090-0135-0",2014,11
"50090-0135-1",2014,11
"50090-0135-2",2014,11
"50090-0135-7",2014,11
"50090-0135-8",2014,11
"50090-0136-0",2014,11
"50090-0136-1",2014,11
"50090-0136-3",2014,11
"50090-0136-6",2014,11
"50090-0138-4",2014,11
"50090-0139-1",2014,11
"50090-0139-2",2014,11
"50090-0140-0",2014,11
"50090-0140-1",2014,11
"50090-0140-8",2014,11
"50090-0141-0",2014,11
"50090-0143-0",2014,11
"50090-0143-1",2014,11
"50090-0143-8",2014,11
"50090-0147-1",2014,11
"50090-0147-2",2014,11
"50090-0148-1",2014,11
"50090-0148-6",2014,11
"50090-0149-6",2014,11
"50090-0150-0",2014,11
"50090-0152-0",2014,11
"50090-0152-1",2014,11
"50090-0152-7",2014,11
"50090-0152-8",2014,11
"50090-0154-0",2014,11
"50090-0154-1",2014,11
"50090-0154-3",2014,11
"50090-0154-9",2014,11
"50090-0156-0",2014,11
"50090-0156-2",2014,11
"50090-0160-0",2014,11
"50090-0161-0",2014,11
"50090-0162-0",2016,6
"50090-0163-0",2016,6
"50090-0165-0",2016,6
"50090-0166-0",2016,6
"50090-0166-2",2014,11
"50090-0167-5",2016,6
"50090-0169-0",2016,6
"50090-0169-1",2014,11
"50090-0169-2",2014,11
"50090-0169-5",2014,11
"50090-0170-0",2016,6
"50090-0170-1",2014,11
"50090-0170-2",2014,11
"50090-0170-3",2014,11
"50090-0170-6",2014,11
"50090-0170-7",2014,11
"50090-0171-4",2016,6
"50090-0172-0",2016,6
"50090-0173-0",2016,6
"50090-0173-1",2014,11
"50090-0173-2",2014,11
"50090-0173-3",2014,11
"50090-0173-4",2014,11
"50090-0173-6",2014,11
"50090-0174-4",2016,6
"50090-0175-0",2016,6
"50090-0177-0",2016,6
"50090-0177-2",2014,11
"50090-0177-4",2014,11
"50090-0178-0",2014,11
"50090-0185-0",2014,11
"50090-0189-0",2016,6
"50090-0190-0",2016,6
"50090-0190-1",2014,11
"50090-0193-0",2014,11
"50090-0193-2",2014,11
"50090-0193-3",2014,11
"50090-0193-4",2014,11
"50090-0193-5",2014,11
"50090-0193-8",2014,11
"50090-0194-4",2014,11
"50090-0195-6",2014,11
"50090-0199-0",2016,6
"50090-0200-0",2016,6
"50090-0200-2",2014,11
"50090-0201-0",2016,6
"50090-0201-1",2014,11
"50090-0211-3",2014,11
"50090-0211-4",2014,11
"50090-0211-6",2014,11
"50090-0211-9",2014,11
"50090-0212-1",2016,6
"50090-0212-2",2014,11
"50090-0213-0",2014,11
"50090-0217-0",2016,6
"50090-0218-0",2016,6
"50090-0219-0",2016,6
"50090-0220-0",2016,6
"50090-0221-0",2016,6
"50090-0224-0",2014,11
"50090-0228-0",2016,6
"50090-0230-0",2016,6
"50090-0233-0",2016,6
"50090-0235-0",2016,6
"50090-0236-0",2016,6
"50090-0237-0",2016,6
"50090-0244-0",2016,6
"50090-0245-0",2016,6
"50090-0246-0",2016,6
"50090-0247-0",2016,6
"50090-0248-0",2016,6
"50090-0252-0",2014,11
"50090-0255-0",2016,6
"50090-0258-1",2016,6
"50090-0261-0",2016,6
"50090-0263-0",2016,6
"50090-0263-3",2014,11
"50090-0264-0",2014,11
"50090-0264-1",2014,11
"50090-0264-2",2014,11
"50090-0264-5",2014,11
"50090-0265-0",2016,6
"50090-0266-3",2014,11
"50090-0267-1",2014,11
"50090-0267-2",2014,11
"50090-0267-3",2014,11
"50090-0267-4",2014,11
"50090-0278-1",2016,6
"50090-0279-0",2016,6
"50090-0280-0",2014,11
"50090-0280-2",2014,11
"50090-0280-3",2014,11
"50090-0280-8",2014,11
"50090-0280-9",2014,11
"50090-0281-0",2014,11
"50090-0281-5",2014,11
"50090-0293-1",2014,11
"50090-0294-9",2016,6
"50090-0295-1",2016,6
"50090-0298-1",2014,11
"50090-0299-0",2014,11
"50090-0314-0",2016,6
"50090-0314-2",2016,6
"50090-0314-3",2016,6
"50090-0315-0",2016,6
"50090-0316-0",2016,6
"50090-0317-0",2016,6
"50090-0317-1",2016,6
"50090-0317-3",2016,6
"50090-0324-0",2016,6
"50090-0325-0",2014,11
"50090-0326-3",2014,11
"50090-0326-4",2014,11
"50090-0326-5",2014,11
"50090-0326-7",2014,11
"50090-0326-8",2014,11
"50090-0327-4",2014,11
"50090-0327-5",2014,11
"50090-0327-7",2014,11
"50090-0327-8",2014,11
"50090-0332-0",2014,11
"50090-0333-2",2014,11
"50090-0338-1",2014,11
"50090-0339-0",2016,6
"50090-0350-0",2016,6
"50090-0351-0",2016,6
"50090-0352-0",2014,11
"50090-0353-0",2014,11
"50090-0355-2",2016,6
"50090-0355-5",2016,6
"50090-0356-0",2016,6
"50090-0357-0",2014,11
"50090-0357-1",2014,11
"50090-0357-2",2014,11
"50090-0357-4",2014,11
"50090-0358-0",2014,11
"50090-0358-1",2014,11
"50090-0358-2",2014,11
"50090-0358-4",2014,11
"50090-0360-0",2014,11
"50090-0361-5",2016,6
"50090-0362-0",2016,6
"50090-0380-1",2016,6
"50090-0417-2",2014,11
"50090-0427-0",2014,11
"50090-0430-0",2014,11
"50090-0431-0",2016,6
"50090-0442-0",2016,6
"50090-0442-1",2016,6
"50090-0442-4",2016,6
"50090-0442-7",2016,6
"50090-0442-8",2016,6
"50090-0444-0",2014,11
"50090-0447-0",2016,6
"50090-0448-0",2016,6
"50090-0448-3",2016,6
"50090-0448-5",2016,6
"50090-0448-6",2016,6
"50090-0455-0",2014,11
"50090-0459-0",2016,6
"50090-0468-1",2014,11
"50090-0478-0",2014,11
"50090-0480-0",2014,11
"50090-0481-0",2016,6
"50090-0481-1",2016,6
"50090-0481-2",2016,6
"50090-0481-4",2016,6
"50090-0481-5",2016,6
"50090-0481-6",2016,6
"50090-0481-7",2016,6
"50090-0483-0",2014,11
"50090-0485-1",2016,6
"50090-0489-0",2015,6
"50090-0489-4",2015,6
"50090-0490-2",2016,6
"50090-0491-1",2016,6
"50090-0494-0",2016,6
"50090-0494-2",2016,6
"50090-0497-0",2014,11
"50090-0498-0",2014,11
"50090-0500-0",2016,6
"50090-0500-1",2016,7
"50090-0503-0",2014,11
"50090-0503-1",2014,11
"50090-0503-2",2016,6
"50090-0503-4",2016,6
"50090-0503-5",2016,6
"50090-0503-6",2016,6
"50090-0505-2",2014,11
"50090-0505-5",2014,11
"50090-0507-3",2016,6
"50090-0509-0",2016,6
"50090-0510-0",2014,11
"50090-0513-1",2016,6
"50090-0514-0",2016,6
"50090-0514-2",2016,6
"50090-0514-4",2016,6
"50090-0514-5",2016,6
"50090-0514-6",2016,6
"50090-0517-0",2016,6
"50090-0520-0",2016,6
"50090-0521-0",2014,11
"50090-0522-0",2014,11
"50090-0522-1",2014,11
"50090-0525-0",2016,6
"50090-0527-0",2016,6
"50090-0529-4",2016,6
"50090-0530-0",2016,6
"50090-0532-0",2016,6
"50090-0532-1",2016,6
"50090-0532-2",2016,6
"50090-0532-5",2016,6
"50090-0534-0",2016,6
"50090-0534-1",2016,6
"50090-0534-2",2016,6
"50090-0534-5",2016,6
"50090-0539-1",2014,11
"50090-0542-0",2014,11
"50090-0542-2",2014,11
"50090-0542-5",2015,7
"50090-0543-1",2014,11
"50090-0550-0",2014,11
"50090-0552-1",2014,11
"50090-0552-2",2014,11
"50090-0552-3",2014,11
"50090-0556-0",2016,6
"50090-0559-0",2016,6
"50090-0561-0",2016,6
"50090-0562-0",2014,11
"50090-0568-0",2014,11
"50090-0569-0",2016,6
"50090-0570-0",2016,6
"50090-0571-0",2016,6
"50090-0572-0",2016,6
"50090-0579-0",2016,6
"50090-0579-2",2016,6
"50090-0579-4",2016,6
"50090-0582-0",2014,11
"50090-0584-4",2014,11
"50090-0591-1",2014,11
"50090-0591-2",2014,11
"50090-0591-5",2014,11
"50090-0593-0",2014,11
"50090-0595-0",2014,11
"50090-0595-1",2014,11
"50090-0595-7",2014,11
"50090-0596-1",2014,11
"50090-0596-7",2014,11
"50090-0601-0",2014,11
"50090-0601-2",2014,11
"50090-0603-0",2014,11
"50090-0604-0",2014,11
"50090-0604-1",2014,11
"50090-0604-2",2014,11
"50090-0604-5",2014,11
"50090-0604-7",2014,11
"50090-0604-9",2014,11
"50090-0605-0",2014,11
"50090-0606-0",2014,11
"50090-0606-1",2014,11
"50090-0606-3",2014,11
"50090-0606-4",2014,11
"50090-0607-0",2014,11
"50090-0611-0",2014,11
"50090-0622-2",2014,11
"50090-0624-0",2014,11
"50090-0625-0",2014,11
"50090-0632-0",2014,11
"50090-0632-3",2014,11
"50090-0633-0",2014,11
"50090-0633-3",2014,11
"50090-0635-0",2014,11
"50090-0635-4",2015,3
"50090-0638-0",2014,11
"50090-0638-2",2014,11
"50090-0644-2",2014,11
"50090-0644-3",2014,11
"50090-0644-4",2014,11
"50090-0644-5",2014,11
"50090-0644-6",2014,11
"50090-0644-9",2014,11
"50090-0645-0",2014,11
"50090-0645-1",2016,11
"50090-0646-0",2014,11
"50090-0646-3",2014,11
"50090-0646-4",2015,6
"50090-0647-0",2014,11
"50090-0647-1",2014,11
"50090-0647-3",2014,11
"50090-0650-0",2014,11
"50090-0651-0",2014,11
"50090-0659-1",2014,11
"50090-0662-0",2014,11
"50090-0665-0",2014,11
"50090-0668-0",2014,11
"50090-0670-0",2014,11
"50090-0671-0",2014,11
"50090-0672-0",2014,11
"50090-0674-0",2014,11
"50090-0674-1",2014,11
"50090-0678-1",2014,11
"50090-0679-0",2014,11
"50090-0681-1",2014,11
"50090-0683-0",2015,10
"50090-0685-0",2014,11
"50090-0685-2",2014,11
"50090-0685-5",2014,11
"50090-0687-1",2014,11
"50090-0689-0",2014,11
"50090-0689-1",2014,11
"50090-0690-0",2014,11
"50090-0690-1",2014,11
"50090-0690-2",2014,11
"50090-0690-4",2014,11
"50090-0692-0",2014,11
"50090-0692-1",2014,11
"50090-0695-0",2014,11
"50090-0695-2",2015,7
"50090-0697-0",2014,11
"50090-0697-1",2014,11
"50090-0697-2",2015,8
"50090-0699-0",2014,11
"50090-0701-0",2014,11
"50090-0704-0",2014,11
"50090-0704-1",2014,11
"50090-0706-0",2014,11
"50090-0706-1",2014,11
"50090-0709-0",2014,11
"50090-0711-0",2014,11
"50090-0712-0",2014,11
"50090-0713-0",2014,11
"50090-0713-2",2014,11
"50090-0714-0",2014,11
"50090-0717-0",2014,11
"50090-0719-0",2014,11
"50090-0720-0",2014,11
"50090-0724-0",2014,11
"50090-0724-1",2014,11
"50090-0724-2",2014,11
"50090-0724-3",2014,11
"50090-0729-1",2014,11
"50090-0730-0",2014,11
"50090-0731-0",2014,11
"50090-0732-0",2014,11
"50090-0734-0",2014,11
"50090-0734-1",2014,11
"50090-0735-0",2014,11
"50090-0735-1",2014,11
"50090-0737-0",2014,11
"50090-0737-1",2014,11
"50090-0737-3",2014,11
"50090-0737-4",2014,11
"50090-0737-5",2014,11
"50090-0742-0",2014,11
"50090-0745-0",2014,11
"50090-0745-1",2014,11
"50090-0745-3",2014,11
"50090-0746-0",2014,11
"50090-0749-0",2014,11
"50090-0749-1",2014,11
"50090-0749-2",2014,11
"50090-0750-0",2014,11
"50090-0750-1",2014,11
"50090-0753-3",2014,11
"50090-0754-0",2014,11
"50090-0759-0",2014,11
"50090-0759-2",2014,11
"50090-0762-0",2014,11
"50090-0762-2",2014,11
"50090-0763-0",2014,11
"50090-0766-0",2014,11
"50090-0766-2",2014,11
"50090-0766-4",2014,11
"50090-0766-5",2014,11
"50090-0768-0",2014,11
"50090-0771-3",2014,11
"50090-0771-5",2014,11
"50090-0771-6",2014,11
"50090-0775-0",2014,11
"50090-0775-2",2014,11
"50090-0775-3",2014,11
"50090-0775-4",2014,11
"50090-0775-5",2014,11
"50090-0785-0",2014,11
"50090-0785-3",2014,11
"50090-0787-0",2014,11
"50090-0787-1",2014,11
"50090-0789-0",2014,11
"50090-0789-2",2014,11
"50090-0794-0",2014,11
"50090-0794-1",2014,11
"50090-0794-2",2014,11
"50090-0796-0",2014,11
"50090-0798-0",2014,11
"50090-0799-0",2014,11
"50090-0800-2",2014,11
"50090-0800-3",2014,11
"50090-0800-4",2014,11
"50090-0802-0",2014,11
"50090-0802-1",2014,11
"50090-0809-0",2014,11
"50090-0809-3",2014,11
"50090-0811-0",2014,11
"50090-0813-0",2014,11
"50090-0813-1",2014,11
"50090-0815-0",2014,11
"50090-0831-0",2014,11
"50090-0832-0",2014,11
"50090-0833-0",2014,11
"50090-0836-0",2014,11
"50090-0836-1",2014,11
"50090-0836-3",2014,11
"50090-0836-4",2014,11
"50090-0836-5",2014,11
"50090-0836-6",2014,11
"50090-0837-0",2014,11
"50090-0838-0",2014,11
"50090-0838-1",2014,11
"50090-0838-3",2014,11
"50090-0838-4",2014,11
"50090-0838-5",2014,11
"50090-0838-6",2014,11
"50090-0840-3",2014,11
"50090-0841-0",2014,11
"50090-0841-2",2014,11
"50090-0841-3",2014,11
"50090-0841-4",2014,11
"50090-0841-6",2014,11
"50090-0841-7",2014,11
"50090-0846-0",2014,11
"50090-0847-0",2014,11
"50090-0848-0",2014,11
"50090-0848-1",2014,11
"50090-0848-2",2014,11
"50090-0849-0",2014,11
"50090-0849-1",2014,11
"50090-0849-2",2014,11
"50090-0858-0",2014,11
"50090-0859-0",2014,11
"50090-0861-0",2014,11
"50090-0861-1",2014,11
"50090-0861-2",2014,11
"50090-0864-0",2014,11
"50090-0865-0",2014,11
"50090-0865-1",2014,11
"50090-0865-2",2016,9
"50090-0867-0",2014,11
"50090-0867-1",2014,11
"50090-0867-2",2014,11
"50090-0868-0",2014,11
"50090-0869-0",2014,11
"50090-0869-1",2014,11
"50090-0869-2",2014,11
"50090-0872-0",2014,11
"50090-0872-1",2014,11
"50090-0874-0",2014,11
"50090-0876-0",2014,11
"50090-0883-0",2014,11
"50090-0890-0",2014,11
"50090-0891-0",2014,11
"50090-0892-0",2014,11
"50090-0892-1",2014,11
"50090-0892-2",2014,11
"50090-0892-3",2014,11
"50090-0893-0",2014,11
"50090-0893-1",2014,11
"50090-0893-2",2014,11
"50090-0895-0",2014,11
"50090-0895-5",2014,11
"50090-0898-0",2014,11
"50090-0909-0",2014,11
"50090-0910-0",2014,11
"50090-0912-0",2014,11
"50090-0912-1",2014,11
"50090-0912-2",2010,2
"50090-0913-0",2014,11
"50090-0913-1",2014,11
"50090-0914-0",2014,11
"50090-0914-1",2014,11
"50090-0916-0",2014,11
"50090-0917-0",2014,11
"50090-0921-0",2014,11
"50090-0921-1",2014,11
"50090-0928-0",2014,11
"50090-0934-0",2014,11
"50090-0937-0",2014,11
"50090-0942-0",2014,11
"50090-0943-0",2014,11
"50090-0946-0",2014,11
"50090-0948-0",2014,11
"50090-0948-1",2014,11
"50090-0948-2",2014,11
"50090-0949-0",2014,11
"50090-0949-1",2014,11
"50090-0949-2",2014,11
"50090-0950-1",2014,11
"50090-0955-0",2014,11
"50090-0958-0",2014,11
"50090-0959-0",2014,11
"50090-0963-0",2014,11
"50090-0963-3",2014,11
"50090-0967-0",2014,11
"50090-0967-1",2014,11
"50090-0967-2",2014,11
"50090-0967-3",2014,11
"50090-0967-4",2014,11
"50090-0968-0",2014,11
"50090-0969-0",2014,11
"50090-0969-1",2014,11
"50090-0972-0",2014,11
"50090-0975-1",2014,11
"50090-0980-0",2014,11
"50090-0983-0",2014,11
"50090-0984-0",2014,11
"50090-0989-0",2014,11
"50090-0989-1",2014,11
"50090-0989-2",2014,11
"50090-0991-0",2014,11
"50090-0991-1",2014,11
"50090-0991-2",2014,11
"50090-0992-0",2014,11
"50090-0994-0",2014,11
"50090-0999-1",2014,11
"50090-0999-2",2014,11
"50090-0999-3",2014,11
"50090-1000-1",2014,11
"50090-1000-2",2014,11
"50090-1000-3",2014,11
"50090-1000-4",2014,11
"50090-1001-0",2014,11
"50090-1007-0",2014,11
"50090-1008-0",2014,11
"50090-1012-0",2014,11
"50090-1015-0",2014,11
"50090-1015-1",2014,11
"50090-1015-2",2014,11
"50090-1015-3",2014,11
"50090-1015-4",2014,11
"50090-1016-0",2015,7
"50090-1016-1",2015,7
"50090-1021-0",2014,11
"50090-1021-1",2014,11
"50090-1024-1",2015,11
"50090-1024-2",2014,11
"50090-1027-0",2014,11
"50090-1042-0",2014,11
"50090-1042-1",2014,11
"50090-1045-0",2014,11
"50090-1045-1",2014,11
"50090-1045-2",2014,11
"50090-1057-0",2014,11
"50090-1057-2",2014,11
"50090-1057-3",2014,11
"50090-1059-0",2014,11
"50090-1059-1",2014,11
"50090-1064-0",2014,11
"50090-1064-1",2014,11
"50090-1064-4",2014,11
"50090-1069-0",2014,11
"50090-1069-1",2014,11
